Address,Distance_MRT,Distance_Mall,Within_1km_of_Pri,Town,Flat_Type_Area_Map
854 YISHUN RING RD,666,1839,TRUE,YISHUN,"{3: 108, 4: 122}"
299 YISHUN ST 20,910,843,TRUE,YISHUN,{4: 111}
851 YISHUN ST 81,603,1904,TRUE,YISHUN,"{3: 104, 4: 124}"
795 YISHUN RING RD,442,1419,TRUE,YISHUN,"{3: 87, 4: 125}"
359 YISHUN RING RD,1795,1059,TRUE,YISHUN,{5: 144}
606 YISHUN ST 61,714,1146,TRUE,YISHUN,{5: 144}
723 YISHUN ST 71,887,1025,FALSE,YISHUN,{5: 144}
664 YISHUN AVE 4,1191,1714,TRUE,YISHUN,"{3: 114, 5: 172}"
474 ANG MO KIO AVE 10,1488,1628,TRUE,ANG MO KIO,"{2: 69, 3: 91, 5: 148}"
550 ANG MO KIO AVE 10,1362,1571,TRUE,ANG MO KIO,"{2: 69, 3: 93, 4: 136}"
331 ANG MO KIO AVE 1,1162,1223,TRUE,ANG MO KIO,"{2: 69, 3: 93}"
348 ANG MO KIO AVE 3,659,493,TRUE,ANG MO KIO,"{2: 73, 3: 94}"
538 ANG MO KIO AVE 5,1225,1202,TRUE,ANG MO KIO,"{2: 69, 3: 93}"
113 ANG MO KIO AVE 4,110,1783,TRUE,ANG MO KIO,{3: 92}
179 ANG MO KIO AVE 5,797,1904,TRUE,ANG MO KIO,{3: 91}
414 ANG MO KIO AVE 10,925,1065,TRUE,ANG MO KIO,{3: 92}
337 ANG MO KIO AVE 1,936,1011,TRUE,ANG MO KIO,{3: 91}
132 ANG MO KIO AVE 3,906,939,TRUE,ANG MO KIO,{4: 123}
504 ANG MO KIO AVE 8,675,565,TRUE,ANG MO KIO,"{2: 69, 4: 136, 5: 163}"
618 BEDOK RESERVOIR RD,277,2080,FALSE,BEDOK,"{1: 45, 2: 62}"
76 BEDOK NTH RD,724,1702,FALSE,BEDOK,{2: 60}
121 BEDOK RESERVOIR RD,565,3165,FALSE,BEDOK,"{2: 69, 3: 93}"
537 BEDOK NTH ST 3,1079,1295,TRUE,BEDOK,{2: 68}
138 BEDOK NTH ST 2,1134,1304,TRUE,BEDOK,"{2: 70, 3: 92}"
84 BEDOK NTH ST 4,1268,1835,TRUE,BEDOK,"{2: 67, 3: 89}"
70 BEDOK STH RD,1061,2055,TRUE,BEDOK,"{2: 69, 3: 92}"
33 BEDOK STH AVE 2,1163,1354,TRUE,BEDOK,"{2: 77, 3: 98, 5: 176}"
40 BEDOK STH RD,1347,1631,TRUE,BEDOK,"{2: 70, 3: 92}"
53 NEW UPP CHANGI RD,701,1675,TRUE,BEDOK,{3: 84}
133 BEDOK RESERVOIR RD,662,2614,FALSE,BEDOK,{3: 94}
118 BEDOK RESERVOIR RD,549,3125,TRUE,BEDOK,{3: 92}
56 CHAI CHEE DR,1768,1297,FALSE,BEDOK,{3: 91}
623 BEDOK RESERVOIR RD,240,2184,FALSE,BEDOK,{3: 91}
112 BEDOK NTH RD,937,1357,TRUE,BEDOK,"{3: 90, 4: 117}"
427 BEDOK NTH RD,906,750,TRUE,BEDOK,{3: 92}
131 BEDOK NTH AVE 3,1033,971,TRUE,BEDOK,{3: 92}
769 BEDOK RESERVOIR VIEW,730,2118,TRUE,BEDOK,"{3: 105, 4: 115}"
605 BEDOK RESERVOIR RD,869,2420,FALSE,BEDOK,{4: 122}
621 BEDOK RESERVOIR RD,162,2298,FALSE,BEDOK,"{3: 98, 4: 121}"
66 BEDOK STH AVE 3,1141,2461,TRUE,BEDOK,{4: 123}
417 BEDOK NTH AVE 2,623,498,TRUE,BEDOK,{4: 119}
220C BEDOK CTRL,760,697,TRUE,BEDOK,"{3: 92, 4: 112}"
634 BEDOK RESERVOIR RD,802,2585,TRUE,BEDOK,{5: 143}
154 BISHAN ST 13,931,1040,TRUE,BISHAN,"{3: 87, 4: 121}"
185 BISHAN ST 13,473,618,TRUE,BISHAN,"{2: 64, 3: 85}"
446 BRIGHT HILL DR,521,714,TRUE,BISHAN,"{3: 104, 4: 123, 5: 207}"
271 BISHAN ST 24,1099,1650,TRUE,BISHAN,{3: 105}
502 BISHAN ST 11,503,287,TRUE,BISHAN,{3: 109}
130 BISHAN ST 12,820,761,TRUE,BISHAN,{3: 93}
506 BISHAN ST 11,395,179,TRUE,BISHAN,"{3: 106, 4: 127}"
408 SIN MING AVE,250,1815,TRUE,BISHAN,{4: 120}
222 BISHAN ST 23,1169,1167,TRUE,BISHAN,{5: 146}
453 SIN MING AVE,732,1109,TRUE,BISHAN,"{4: 123, 5: 166}"
371 BT BATOK ST 31,185,1465,TRUE,BUKIT BATOK,"{2: 64, 3: 84}"
322 BT BATOK ST 33,721,1586,TRUE,BUKIT BATOK,"{2: 68, 3: 94}"
307 BT BATOK ST 31,548,1086,TRUE,BUKIT BATOK,"{2: 68, 3: 95}"
268 BT BATOK EAST AVE 4,1390,1417,TRUE,BUKIT BATOK,{3: 94}
335 BT BATOK ST 32,1009,1941,TRUE,BUKIT BATOK,"{2: 64, 3: 89}"
237 BT BATOK EAST AVE 5,865,886,TRUE,BUKIT BATOK,"{2: 69, 3: 94}"
527 BT BATOK ST 51,236,1327,TRUE,BUKIT BATOK,"{2: 67, 3: 87}"
298 BT BATOK ST 22,636,857,TRUE,BUKIT BATOK,"{3: 100, 4: 119}"
290B BT BATOK ST 24,1342,1562,TRUE,BUKIT BATOK,{5: 141}
125 BT BATOK CTRL,589,422,TRUE,BUKIT BATOK,{5: 148}
289B BT BATOK ST 25,1717,1746,TRUE,BUKIT BATOK,"{4: 122, 5: 144}"
47 TELOK BLANGAH DR,212,1706,FALSE,BUKIT MERAH,{2: 68}
102 BT PURMEI RD,1405,1313,TRUE,BUKIT MERAH,"{2: 74, 3: 106}"
32 JLN BT HO SWEE,340,383,TRUE,BUKIT MERAH,"{1: 48, 2: 62}"
4 DELTA AVE,954,319,TRUE,BUKIT MERAH,{3: 91}
2A BOON TIONG RD,282,839,TRUE,BUKIT MERAH,{3: 97}
140 JLN BT MERAH,1205,1321,TRUE,BUKIT MERAH,{4: 119}
37 TELOK BLANGAH RISE,1506,1414,TRUE,BUKIT MERAH,{4: 117}
66 TELOK BLANGAH DR,494,1986,FALSE,BUKIT MERAH,{4: 118}
95 HAVELOCK RD,192,836,TRUE,BUKIT MERAH,{4: 118}
81 REDHILL LANE,445,1179,TRUE,BUKIT MERAH,"{3: 114, 4: 128}"
82 REDHILL LANE,484,1228,TRUE,BUKIT MERAH,{4: 125}
2C BOON TIONG RD,314,812,TRUE,BUKIT MERAH,{4: 115}
8 KIM TIAN PL,423,539,TRUE,BUKIT MERAH,{4: 131}
125 PENDING RD,1289,957,TRUE,BUKIT PANJANG,"{2: 73, 3: 103}"
529 JELAPANG RD,1069,923,TRUE,BUKIT PANJANG,"{3: 103, 5: 145}"
633D SENJA RD,759,759,TRUE,BUKIT PANJANG,"{1: 47, 2: 67, 3: 93}"
175 LOMPANG RD,668,337,TRUE,BUKIT PANJANG,"{3: 103, 4: 121}"
164 GANGSA RD,695,405,TRUE,BUKIT PANJANG,"{3: 102, 4: 120}"
211 PETIR RD,1667,1726,TRUE,BUKIT PANJANG,{4: 124}
620 BT PANJANG RING RD,948,1017,TRUE,BUKIT PANJANG,"{3: 90, 4: 111}"
604 SENJA RD,290,337,TRUE,BUKIT PANJANG,"{3: 99, 4: 120}"
453 FAJAR RD,1671,1431,TRUE,BUKIT PANJANG,"{4: 121, 5: 141}"
138 PETIR RD,966,1037,TRUE,BUKIT PANJANG,{5: 146}
651 SENJA LINK,1061,935,TRUE,BUKIT PANJANG,"{3: 91, 4: 110, 5: 130}"
532 JELAPANG RD,1083,937,TRUE,BUKIT PANJANG,{5: 143}
19 TOH YI DR,311,783,TRUE,BUKIT TIMAH,"{2: 64, 3: 84}"
10 SELEGIE RD,565,920,FALSE,CENTRAL AREA,{2: 56}
30 KELANTAN RD,336,1088,FALSE,CENTRAL AREA,{2: 68}
7 TG PAGAR PLAZA,502,386,FALSE,CENTRAL AREA,{3: 83}
105 TECK WHYE LANE,1086,1243,TRUE,CHOA CHU KANG,"{2: 73, 3: 104}"
440 CHOA CHU KANG AVE 4,739,785,TRUE,CHOA CHU KANG,"{3: 105, 4: 128}"
297D CHOA CHU KANG AVE 2,1037,1002,TRUE,CHOA CHU KANG,"{3: 102, 4: 122}"
426 CHOA CHU KANG AVE 4,917,963,TRUE,CHOA CHU KANG,{3: 108}
202 CHOA CHU KANG AVE 1,904,709,TRUE,CHOA CHU KANG,{3: 109}
684C CHOA CHU KANG CRES,975,1111,FALSE,CHOA CHU KANG,"{3: 90, 4: 110}"
447 CHOA CHU KANG AVE 4,1038,1084,TRUE,CHOA CHU KANG,"{3: 100, 4: 120}"
672 CHOA CHU KANG CRES,641,777,TRUE,CHOA CHU KANG,"{3: 100, 4: 124}"
5 TECK WHYE AVE,1099,1093,TRUE,CHOA CHU KANG,"{2: 74, 3: 104}"
705 CHOA CHU KANG ST 53,815,752,TRUE,CHOA CHU KANG,"{3: 111, 4: 130}"
443 CHOA CHU KANG AVE 4,1057,1103,TRUE,CHOA CHU KANG,{3: 92}
767 CHOA CHU KANG ST 54,744,741,TRUE,CHOA CHU KANG,"{3: 105, 4: 121}"
433 CHOA CHU KANG AVE 4,483,529,TRUE,CHOA CHU KANG,"{3: 105, 4: 126}"
763 CHOA CHU KANG NTH 5,677,675,TRUE,CHOA CHU KANG,"{3: 106, 4: 121}"
12 TECK WHYE LANE,864,1021,FALSE,CHOA CHU KANG,{4: 119}
567 CHOA CHU KANG ST 52,416,372,TRUE,CHOA CHU KANG,"{3: 110, 4: 128}"
159 JLN TECK WHYE,823,846,FALSE,CHOA CHU KANG,"{3: 100, 4: 121}"
619 CHOA CHU KANG NTH 7,455,591,TRUE,CHOA CHU KANG,"{3: 105, 4: 132}"
420 CHOA CHU KANG AVE 4,721,750,TRUE,CHOA CHU KANG,{5: 147}
757 CHOA CHU KANG NTH 5,607,605,TRUE,CHOA CHU KANG,{5: 147}
505 WEST COAST DR,803,734,TRUE,CLEMENTI,{2: 69}
319 CLEMENTI AVE 4,326,391,TRUE,CLEMENTI,{2: 68}
601 CLEMENTI WEST ST 1,1629,197,FALSE,CLEMENTI,{3: 92}
708 CLEMENTI WEST ST 2,1593,712,FALSE,CLEMENTI,{3: 91}
206 CLEMENTI AVE 6,869,933,TRUE,CLEMENTI,{5: 150}
58 DAKOTA CRES,145,1299,TRUE,GEYLANG,"{2: 74, 3: 102}"
112 ALJUNIED CRES,844,1257,TRUE,GEYLANG,"{2: 69, 3: 92}"
318 UBI AVE 1,592,2307,TRUE,GEYLANG,{3: 88}
56 CASSIA CRES,687,1452,TRUE,GEYLANG,"{3: 102, 4: 120}"
14 EUNOS CRES,556,1615,TRUE,GEYLANG,{4: 117}
23 EUNOS CRES,634,1631,TRUE,GEYLANG,"{3: 92, 4: 117}"
28 BALAM RD,879,2045,FALSE,GEYLANG,"{3: 106, 4: 127}"
247 HOUGANG AVE 3,1044,894,TRUE,HOUGANG,"{2: 70, 3: 93}"
333 HOUGANG AVE 5,1037,977,TRUE,HOUGANG,{2: 76}
507 HOUGANG AVE 8,852,873,TRUE,HOUGANG,{3: 90}
169 HOUGANG AVE 1,1605,1403,TRUE,HOUGANG,"{3: 102, 4: 122}"
555 HOUGANG ST 51,856,1266,TRUE,HOUGANG,"{3: 104, 4: 123}"
334 HOUGANG AVE 5,972,908,TRUE,HOUGANG,{3: 104}
543 HOUGANG AVE 8,755,896,TRUE,HOUGANG,{3: 104}
549 HOUGANG ST 51,790,997,TRUE,HOUGANG,"{3: 104, 4: 123}"
422 HOUGANG AVE 6,881,348,TRUE,HOUGANG,"{3: 107, 4: 122}"
463 HOUGANG AVE 10,866,236,TRUE,HOUGANG,"{3: 105, 4: 122}"
832 HOUGANG CTRL,486,742,TRUE,HOUGANG,"{3: 107, 4: 125}"
325 HOUGANG AVE 7,1143,1139,TRUE,HOUGANG,"{3: 101, 4: 123}"
984C BUANGKOK LINK,1992,1007,TRUE,HOUGANG,"{3: 90, 4: 110}"
936 HOUGANG ST 92,1861,239,TRUE,HOUGANG,"{3: 101, 4: 121}"
707 HOUGANG AVE 2,914,1140,TRUE,HOUGANG,"{3: 98, 4: 122}"
249 HOUGANG AVE 3,1039,890,TRUE,HOUGANG,"{3: 98, 4: 122}"
579 HOUGANG AVE 4,1144,1071,TRUE,HOUGANG,{5: 140}
698C HOUGANG ST 52,1260,1183,TRUE,HOUGANG,{5: 141}
43 TEBAN GDNS RD,2204,2183,FALSE,JURONG EAST,"{2: 68, 3: 94}"
304 JURONG EAST ST 32,775,1945,TRUE,JURONG EAST,"{2: 68, 3: 96}"
41 TEBAN GDNS RD,2298,2278,FALSE,JURONG EAST,{3: 99}
218 JURONG EAST ST 21,785,1163,FALSE,JURONG EAST,{3: 91}
491 JURONG WEST AVE 1,1399,3040,TRUE,JURONG WEST,"{2: 67, 3: 96}"
947 JURONG WEST ST 91,1178,2310,FALSE,JURONG WEST,"{3: 106, 4: 130}"
538 JURONG WEST AVE 1,1226,1988,TRUE,JURONG WEST,{3: 105}
156 YUNG LOH RD,2297,3158,FALSE,JURONG WEST,"{3: 106, 4: 127}"
403 JURONG WEST ST 42,1679,2848,TRUE,JURONG WEST,{3: 106}
177 YUNG SHENG RD,1587,2479,TRUE,JURONG WEST,"{3: 96, 4: 116}"
260 BOON LAY DR,1017,826,TRUE,JURONG WEST,"{3: 109, 4: 130}"
357 YUNG AN RD,1119,2324,TRUE,JURONG WEST,"{3: 106, 4: 128}"
266 BOON LAY DR,1136,944,TRUE,JURONG WEST,{3: 113}
667A JURONG WEST ST 65,837,879,TRUE,JURONG WEST,"{3: 90, 4: 110}"
649B JURONG WEST ST 61,247,1272,TRUE,JURONG WEST,"{3: 90, 4: 110}"
265 BOON LAY DR,1083,891,TRUE,JURONG WEST,{3: 113}
650A JURONG WEST ST 61,162,1411,TRUE,JURONG WEST,"{3: 90, 4: 111}"
664D JURONG WEST ST 64,471,671,TRUE,JURONG WEST,"{3: 91, 4: 110}"
603 JURONG WEST ST 62,597,999,TRUE,JURONG WEST,"{3: 94, 4: 114}"
275B JURONG WEST ST 25,2066,1874,TRUE,JURONG WEST,"{3: 90, 4: 111}"
817 JURONG WEST ST 81,1141,1941,TRUE,JURONG WEST,"{3: 106, 4: 127}"
639 JURONG WEST ST 61,519,1381,TRUE,JURONG WEST,"{3: 100, 4: 120}"
679B JURONG WEST CTRL 1,973,782,TRUE,JURONG WEST,{4: 115}
522 JURONG WEST ST 52,744,1769,TRUE,JURONG WEST,{4: 118}
549 JURONG WEST ST 42,1391,2287,TRUE,JURONG WEST,{5: 151}
912 JURONG WEST ST 91,1530,2697,FALSE,JURONG WEST,{5: 145}
626 JURONG WEST ST 65,750,1293,TRUE,JURONG WEST,{5: 130}
828 JURONG WEST ST 81,1246,2047,TRUE,JURONG WEST,{5: 145}
680A JURONG WEST CTRL 1,1049,889,TRUE,JURONG WEST,"{4: 116, 5: 134}"
679A JURONG WEST CTRL 1,991,831,TRUE,JURONG WEST,"{4: 115, 5: 134}"
102 TOWNER RD,104,1494,TRUE,KALLANG/WHAMPOA,{2: 74}
54 JLN MA'MOR,1594,2601,TRUE,KALLANG/WHAMPOA,{2: 92}
101 WHAMPOA DR,1043,1353,TRUE,KALLANG/WHAMPOA,{3: 91}
112 MCNAIR RD,569,1390,TRUE,KALLANG/WHAMPOA,"{2: 64, 3: 94, 4: 124}"
2C UPP BOON KENG RD,255,1317,FALSE,KALLANG/WHAMPOA,"{3: 90, 4: 110}"
54 KENT RD,582,3723,FALSE,KALLANG/WHAMPOA,{4: 121}
816 JELLICOE RD,221,538,FALSE,KALLANG/WHAMPOA,"{3: 85, 4: 110}"
59 MARINE TER,124,1523,TRUE,MARINE PARADE,{2: 69}
700 PASIR RIS DR 10,1854,2332,TRUE,PASIR RIS,{3: 112}
702 PASIR RIS DR 10,1966,2446,FALSE,PASIR RIS,{3: 113}
628 PASIR RIS DR 3,1453,1933,TRUE,PASIR RIS,{4: 121}
192 PASIR RIS ST 12,2089,494,TRUE,PASIR RIS,{4: 128}
425 PASIR RIS DR 6,959,966,TRUE,PASIR RIS,"{3: 105, 4: 128}"
517 PASIR RIS ST 52,864,1631,TRUE,PASIR RIS,"{3: 106, 4: 127}"
205 PASIR RIS ST 21,2002,449,TRUE,PASIR RIS,{5: 148}
645 PASIR RIS DR 10,1779,2419,TRUE,PASIR RIS,{5: 148}
460 PASIR RIS DR 4,1550,873,TRUE,PASIR RIS,{5: 144}
249 PASIR RIS ST 21,2193,764,TRUE,PASIR RIS,{5: 149}
622A PUNGGOL CTRL,2123,1844,TRUE,PUNGGOL,"{1: 46, 2: 69, 3: 94}"
105B EDGEFIELD PLAINS,1845,1027,TRUE,PUNGGOL,"{3: 90, 4: 110}"
632B PUNGGOL DR,2072,2024,TRUE,PUNGGOL,{3: 91}
167D PUNGGOL EAST,3028,2076,TRUE,PUNGGOL,{3: 92}
617A PUNGGOL DR,1931,1552,TRUE,PUNGGOL,{3: 94}
126D EDGEDALE PLAINS,2478,1270,TRUE,PUNGGOL,{4: 110}
175C PUNGGOL FIELD,2180,1362,TRUE,PUNGGOL,"{3: 90, 4: 110}"
204C PUNGGOL FIELD,1501,893,TRUE,PUNGGOL,"{3: 90, 4: 110}"
103C EDGEFIELD PLAINS,1963,1235,TRUE,PUNGGOL,{4: 110}
21 GHIM MOH RD,653,753,TRUE,QUEENSTOWN,{2: 65}
30A HOLLAND CL,711,1398,FALSE,QUEENSTOWN,"{3: 106, 4: 124}"
20 HOLLAND DR,847,985,FALSE,QUEENSTOWN,{4: 117}
513 WELLINGTON CIRCLE,796,1019,TRUE,SEMBAWANG,{1: 40}
351A CANBERRA RD,228,500,TRUE,SEMBAWANG,"{3: 93, 4: 110}"
313 SEMBAWANG DR,848,639,TRUE,SEMBAWANG,"{3: 101, 4: 120}"
155 RIVERVALE CRES,1716,470,TRUE,SENGKANG,"{3: 91, 4: 110}"
321B ANCHORVALE DR,507,485,TRUE,SENGKANG,"{3: 90, 4: 110}"
144 RIVERVALE DR,1387,498,TRUE,SENGKANG,"{3: 100, 4: 120}"
403C FERNVALE LANE,3094,761,TRUE,SENGKANG,"{3: 94, 4: 111}"
124A RIVERVALE DR,1126,752,TRUE,SENGKANG,"{3: 101, 4: 121}"
305C ANCHORVALE LINK,1160,1163,TRUE,SENGKANG,"{3: 90, 4: 110}"
206C COMPASSVALE LANE,820,887,TRUE,SENGKANG,"{3: 102, 4: 122}"
119D RIVERVALE DR,1484,1034,TRUE,SENGKANG,"{3: 101, 4: 121, 5: 141}"
205B COMPASSVALE LANE,769,1023,TRUE,SENGKANG,{5: 143}
124 SERANGOON NTH AVE 1,2034,1802,TRUE,SERANGOON,"{2: 72, 3: 94}"
209 SERANGOON CTRL,696,627,TRUE,SERANGOON,"{2: 65, 3: 85}"
146 SERANGOON NTH AVE 1,2301,1448,TRUE,SERANGOON,{3: 91}
514 SERANGOON NTH AVE 4,2278,1060,TRUE,SERANGOON,"{3: 103, 4: 122}"
236 SERANGOON AVE 3,733,664,TRUE,SERANGOON,{3: 89}
238 SERANGOON AVE 2,645,664,TRUE,SERANGOON,{3: 88}
242 SERANGOON AVE 3,589,510,TRUE,SERANGOON,"{3: 85, 4: 121}"
243 SERANGOON AVE 2,614,587,TRUE,SERANGOON,"{2: 64, 3: 88}"
415 SERANGOON CTRL,330,415,TRUE,SERANGOON,"{3: 103, 4: 122}"
422 SERANGOON CTRL,506,591,TRUE,SERANGOON,"{3: 107, 4: 121}"
148 SERANGOON NTH AVE 1,2272,1359,TRUE,SERANGOON,{5: 148}
520 SERANGOON NTH AVE 4,2490,997,TRUE,SERANGOON,{5: 149}
204 TAMPINES ST 21,750,114,TRUE,TAMPINES,{2: 64}
413 TAMPINES ST 41,1376,1034,TRUE,TAMPINES,"{2: 65, 3: 84}"
822 TAMPINES ST 81,682,1432,TRUE,TAMPINES,{2: 67}
225 TAMPINES ST 23,293,525,TRUE,TAMPINES,"{2: 73, 3: 105}"
899A TAMPINES ST 81,462,1501,TRUE,TAMPINES,"{2: 74, 3: 104}"
276 TAMPINES ST 22,1018,731,TRUE,TAMPINES,"{2: 74, 3: 105}"
866 TAMPINES ST 83,1369,1339,TRUE,TAMPINES,"{3: 105, 4: 123}"
709 TAMPINES ST 71,1749,1193,TRUE,TAMPINES,"{3: 99, 4: 119}"
854 TAMPINES ST 82,1015,1013,TRUE,TAMPINES,"{2: 74, 3: 104}"
392 TAMPINES AVE 7,440,844,TRUE,TAMPINES,"{3: 106, 4: 123}"
865 TAMPINES ST 83,1337,1307,TRUE,TAMPINES,"{3: 104, 4: 122}"
414 TAMPINES ST 41,1263,1015,TRUE,TAMPINES,{3: 91}
492D TAMPINES ST 45,1144,1858,TRUE,TAMPINES,"{3: 105, 4: 123}"
461 TAMPINES ST 44,525,1140,TRUE,TAMPINES,"{3: 84, 4: 122}"
387 TAMPINES ST 32,631,1004,TRUE,TAMPINES,{4: 126}
223 SIMEI ST 4,563,728,FALSE,TAMPINES,"{3: 104, 4: 123}"
334 TAMPINES ST 32,1129,1172,FALSE,TAMPINES,{5: 148}
428 TAMPINES ST 41,943,1201,TRUE,TAMPINES,{5: 148}
942 TAMPINES AVE 5,740,580,TRUE,TAMPINES,{5: 148}
858 TAMPINES AVE 5,1239,913,TRUE,TAMPINES,{5: 147}
235 LOR 8 TOA PAYOH,1421,2035,TRUE,TOA PAYOH,"{2: 66, 4: 130}"
173 LOR 1 TOA PAYOH,850,1559,TRUE,TOA PAYOH,{2: 67}
44 LOR 5 TOA PAYOH,1153,2253,TRUE,TOA PAYOH,{4: 122}
6 LOR 7 TOA PAYOH,1463,2090,TRUE,TOA PAYOH,"{3: 101, 4: 120}"
153 LOR 2 TOA PAYOH,259,2027,TRUE,TOA PAYOH,"{3: 101, 4: 123}"
310 WOODLANDS ST 31,510,1413,TRUE,WOODLANDS,"{2: 73, 3: 103}"
5 MARSILING DR,1293,1428,TRUE,WOODLANDS,{3: 90}
831 WOODLANDS ST 83,789,953,TRUE,WOODLANDS,"{3: 83, 4: 121}"
205 MARSILING DR,1770,1892,FALSE,WOODLANDS,{3: 91}
626 WOODLANDS AVE 6,961,1956,TRUE,WOODLANDS,{3: 91}
775 WOODLANDS CRES,1182,2601,TRUE,WOODLANDS,{3: 92}
104 WOODLANDS ST 13,725,570,TRUE,WOODLANDS,{3: 91}
527 WOODLANDS DR 14,675,1186,FALSE,WOODLANDS,"{3: 106, 4: 125, 5: 145}"
729 WOODLANDS CIRCLE,596,1979,TRUE,WOODLANDS,{3: 95}
689C WOODLANDS DR 75,1074,1559,TRUE,WOODLANDS,"{3: 90, 4: 110}"
731 WOODLANDS CIRCLE,651,1895,TRUE,WOODLANDS,"{3: 102, 4: 122}"
605 WOODLANDS DR 42,703,1631,TRUE,WOODLANDS,{3: 95}
639 WOODLANDS RING RD,513,2499,TRUE,WOODLANDS,"{3: 101, 4: 120}"
895B WOODLANDS DR 50,844,861,FALSE,WOODLANDS,"{3: 99, 4: 117}"
898B WOODLANDS DR 50,1097,1335,TRUE,WOODLANDS,"{3: 99, 4: 118}"
556 WOODLANDS DR 53,859,1469,FALSE,WOODLANDS,"{3: 100, 4: 118}"
677 WOODLANDS AVE 6,177,2227,TRUE,WOODLANDS,"{3: 101, 4: 122}"
684D WOODLANDS DR 73,512,2129,TRUE,WOODLANDS,"{3: 103, 4: 120, 5: 143}"
786C WOODLANDS DR 60,759,2516,TRUE,WOODLANDS,"{3: 100, 4: 122}"
741 WOODLANDS CIRCLE,995,1951,TRUE,WOODLANDS,"{3: 102, 4: 122}"
663 WOODLANDS RING RD,755,1904,TRUE,WOODLANDS,"{3: 101, 4: 122}"
634 WOODLANDS RING RD,626,2406,TRUE,WOODLANDS,"{3: 102, 4: 121}"
170 WOODLANDS ST 11,389,1280,TRUE,WOODLANDS,{4: 129}
861 WOODLANDS ST 83,744,1389,TRUE,WOODLANDS,{4: 126}
571A WOODLANDS AVE 1,430,1171,FALSE,WOODLANDS,"{3: 92, 4: 112}"
175 WOODLANDS ST 13,552,1127,TRUE,WOODLANDS,{4: 137}
583 WOODLANDS DR 16,583,1553,FALSE,WOODLANDS,{5: 131}
788C WOODLANDS CRES,526,2458,TRUE,WOODLANDS,{5: 142}
114 MARSILING RISE,699,623,FALSE,WOODLANDS,{5: 170}
404 WOODLANDS ST 41,529,1835,TRUE,WOODLANDS,"{2: 68, 3: 93, 5: 177}"
228 YISHUN ST 21,951,568,TRUE,YISHUN,"{2: 67, 3: 94, 4: 134}"
719 YISHUN ST 71,840,986,FALSE,YISHUN,"{2: 64, 3: 86}"
119 YISHUN RING RD,1252,1365,FALSE,YISHUN,{2: 66}
152 YISHUN ST 11,262,239,TRUE,YISHUN,{2: 70}
781 YISHUN RING RD,760,1174,TRUE,YISHUN,"{2: 74, 3: 104}"
735 YISHUN ST 72,504,684,FALSE,YISHUN,"{2: 68, 3: 93}"
304 YISHUN CTRL,794,409,TRUE,YISHUN,"{2: 74, 3: 105}"
253 YISHUN RING RD,1286,435,TRUE,YISHUN,{3: 90}
276 YISHUN ST 22,1222,870,TRUE,YISHUN,{3: 89}
410 YISHUN RING RD,1775,1160,TRUE,YISHUN,"{3: 104, 4: 123}"
604 YISHUN ST 61,665,1022,TRUE,YISHUN,"{2: 64, 3: 94, 5: 164}"
805 YISHUN RING RD,191,1720,TRUE,YISHUN,"{3: 88, 4: 122}"
798 YISHUN RING RD,263,1427,TRUE,YISHUN,"{3: 99, 4: 122}"
930 YISHUN CTRL 1,634,490,TRUE,YISHUN,"{3: 104, 4: 122}"
622 YISHUN RING RD,381,1407,TRUE,YISHUN,"{2: 73, 3: 104}"
416 YISHUN AVE 11,1727,1525,TRUE,YISHUN,"{3: 106, 4: 122}"
633 YISHUN ST 61,942,1698,TRUE,YISHUN,{6: 166}
451 ANG MO KIO AVE 10,810,958,TRUE,ANG MO KIO,{2: 68}
606 ANG MO KIO AVE 5,994,2089,TRUE,ANG MO KIO,"{2: 71, 3: 91}"
549 ANG MO KIO AVE 10,1219,1450,TRUE,ANG MO KIO,"{2: 70, 3: 93}"
433 ANG MO KIO AVE 10,766,914,TRUE,ANG MO KIO,"{2: 67, 3: 92, 5: 162}"
462 ANG MO KIO AVE 10,1247,1395,TRUE,ANG MO KIO,"{2: 70, 3: 92, 5: 164}"
505 ANG MO KIO AVE 8,822,717,TRUE,ANG MO KIO,"{2: 70, 3: 93, 4: 136, 5: 163}"
604 ANG MO KIO AVE 5,989,2258,TRUE,ANG MO KIO,"{2: 72, 3: 91}"
436 ANG MO KIO AVE 10,780,928,TRUE,ANG MO KIO,{3: 92}
551 BEDOK NTH AVE 1,1208,1171,TRUE,BEDOK,{2: 74}
129 BEDOK NTH ST 2,1194,1530,TRUE,BEDOK,"{2: 69, 3: 89}"
205 BEDOK NTH ST 1,425,356,TRUE,BEDOK,{2: 70}
44 CHAI CHEE ST,1020,867,TRUE,BEDOK,"{2: 70, 3: 92}"
219A BEDOK CTRL,665,603,TRUE,BEDOK,"{2: 67, 3: 96}"
119 BEDOK RESERVOIR RD,549,3143,TRUE,BEDOK,{3: 95}
128 BEDOK RESERVOIR RD,540,2738,FALSE,BEDOK,"{3: 87, 4: 122}"
6 BEDOK STH AVE 2,976,913,TRUE,BEDOK,{3: 82}
706 BEDOK NTH RD,323,2190,FALSE,BEDOK,{3: 91}
543 BEDOK NTH ST 3,1165,1168,TRUE,BEDOK,{3: 93}
92 BEDOK NTH AVE 4,1342,2147,TRUE,BEDOK,"{2: 69, 3: 94}"
127 BEDOK RESERVOIR RD,538,2734,FALSE,BEDOK,"{2: 66, 3: 104}"
