Address,Lat,Long,Nearest_MRT,Distance_MRT,Nearest_Mall,Distance_Mall,Nearest_Pri_Sch,Within_1km_of_Pri
927 HOUGANG ST 91,1.376622658,103.8807505,Hougang MRT,1925,Hougang 1,326,Hougang Primary School,TRUE
301 HOUGANG AVE 5,1.367787515,103.8939299,Hougang MRT,577,Hougang Mall,818,Holy Innocents' Primary School,TRUE
574 HOUGANG ST 51,1.377469903,103.886929,Buangkok MRT,1381,Hougang 1,999,Hougang Primary School,TRUE
156 HOUGANG ST 11,1.352526802,103.8795949,Serangoon MRT,1055,NEX,1140,Methodist Girls' School (Primary),TRUE
506 HOUGANG AVE 8,1.372765724,103.8876188,Hougang MRT,892,Hougang Mall,913,Xinmin Primary School,TRUE
241 HOUGANG ST 22,1.356508688,103.8918406,Kovan MRT,1252,Heartland Mall Kovan,1091,Methodist Girls' School (Primary),FALSE
548 HOUGANG ST 51,1.379559058,103.8914142,Buangkok MRT,626,Hougang Mall,1113,Punggol Primary School,TRUE
159 HOUGANG ST 11,1.351448325,103.8795172,Serangoon MRT,1037,NEX,1122,Methodist Girls' School (Primary),TRUE
544 HOUGANG AVE 8,1.378449874,103.8918977,Buangkok MRT,704,Hougang Mall,972,Punggol Primary School,TRUE
361 HOUGANG AVE 5,1.369242268,103.8959704,Hougang MRT,739,Hougang Mall,674,Holy Innocents' Primary School,TRUE
962 HOUGANG AVE 9,1.377742579,103.8783893,Hougang MRT,2278,Hougang 1,362,Hougang Primary School,TRUE
981C BUANGKOK CRES,1.380448016,103.8795793,Buangkok MRT,1962,Hougang 1,783,Hougang Primary School,TRUE
984B BUANGKOK LINK,1.382095015,103.8806127,Buangkok MRT,1992,Hougang 1,1007,Hougang Primary School,TRUE
616 HOUGANG AVE 8,1.368886512,103.8835612,Hougang MRT,1252,Hougang 1,1283,Xinmin Primary School,TRUE
432 HOUGANG AVE 6,1.376247476,103.8931285,Hougang MRT,942,Hougang Mall,540,Punggol Primary School,TRUE
926 HOUGANG ST 91,1.376100159,103.8809422,Hougang MRT,1851,Hougang 1,287,Hougang Primary School,TRUE
502 HOUGANG AVE 8,1.372806685,103.8869043,Hougang MRT,972,Hougang Mall,993,Xinmin Primary School,TRUE
956 HOUGANG ST 91,1.376628245,103.8787989,Hougang MRT,2144,Hougang 1,234,Hougang Primary School,TRUE
957 HOUGANG ST 91,1.376632709,103.8793837,Hougang MRT,2080,Hougang 1,162,Hougang Primary School,TRUE
531 HOUGANG AVE 6,1.37575573,103.8902879,Hougang MRT,898,Hougang Mall,821,Punggol Primary School,TRUE
641 HOUGANG AVE 8,1.371276006,103.8800587,Kovan MRT,1836,Hougang 1,724,Xinmin Primary School,TRUE
421 HOUGANG AVE 10,1.375423473,103.8947287,Hougang MRT,987,Hougang Mall,411,Punggol Primary School,TRUE
830 HOUGANG CTRL,1.370749546,103.8903291,Hougang MRT,430,Hougang Mall,707,Holy Innocents' Primary School,TRUE
120 HOUGANG AVE 1,1.354418826,103.8874619,Kovan MRT,1148,Heartland Mall Kovan,873,Methodist Girls' School (Primary),TRUE
539 HOUGANG ST 52,1.377485081,103.8903821,Buangkok MRT,957,Hougang Mall,1004,Punggol Primary School,TRUE
144 LOR AH SOO,1.351977155,103.8833135,Kovan MRT,1288,Heartland Mall Kovan,1328,Methodist Girls' School (Primary),TRUE
446 HOUGANG AVE 8,1.378804588,103.8942838,Buangkok MRT,735,Hougang Mall,862,Punggol Primary School,TRUE
560 HOUGANG ST 51,1.380314933,103.889395,Buangkok MRT,889,Hougang Mall,1390,Punggol Primary School,TRUE
428 HOUGANG AVE 6,1.374994487,103.8932548,Hougang MRT,819,Hougang Mall,390,Punggol Primary School,TRUE
145 LOR AH SOO,1.351492286,103.8832399,Kovan MRT,1318,Heartland Mall Kovan,1358,Methodist Girls' School (Primary),TRUE
850 HOUGANG CTRL,1.369716381,103.8934299,Hougang MRT,307,Hougang Mall,911,Holy Innocents' Primary School,TRUE
358 HOUGANG AVE 5,1.36884149,103.8955932,Hougang MRT,663,Hougang Mall,700,Holy Innocents' Primary School,TRUE
834 HOUGANG CTRL,1.369878403,103.8898597,Hougang MRT,445,Hougang Mall,822,Holy Innocents' Primary School,TRUE
562 HOUGANG ST 51,1.380932203,103.8891214,Buangkok MRT,808,Hougang Mall,1431,Punggol Primary School,TRUE
33 TEBAN GDNS RD,1.320302528,103.7418485,Jurong East MRT,2282,Jem,2261,Qifa Primary School,FALSE
35 TEBAN GDNS RD,1.31955256,103.7426448,Jurong East MRT,2143,Jem,2123,Qifa Primary School,FALSE
202 JURONG EAST ST 21,1.336761278,103.7429663,Jurong East MRT,559,Westgate,395,Princess Elizabeth Primary School,FALSE
229 JURONG EAST ST 21,1.341830557,103.7380203,Chinese Garden MRT,787,Westgate,1334,Princess Elizabeth Primary School,TRUE
341 JURONG EAST AVE 1,1.349207558,103.7312561,Chinese Garden MRT,934,West Mall,2921,Princess Elizabeth Primary School,FALSE
110 JURONG EAST ST 13,1.338870882,103.7362185,Chinese Garden MRT,679,Westgate,1126,Princess Elizabeth Primary School,FALSE
24 TEBAN GDNS RD,1.323496353,103.7378842,Jurong East MRT,2752,Jem,2731,Qifa Primary School,FALSE
302 JURONG EAST ST 32,1.344653025,103.7344852,Chinese Garden MRT,718,Westgate,1882,Princess Elizabeth Primary School,TRUE
315 JURONG EAST ST 32,1.346034329,103.7328505,Chinese Garden MRT,670,Westgate,2186,Princess Elizabeth Primary School,TRUE
204 JURONG EAST ST 21,1.337191474,103.7419419,Jurong East MRT,643,Westgate,480,Princess Elizabeth Primary School,FALSE
286A TOH GUAN RD,1.338662946,103.7456695,Jurong East MRT,992,IMM,610,Bukit View Primary School,FALSE
60 TEBAN GDNS RD,1.322755244,103.7386581,Jurong East MRT,2596,Jem,2575,Qifa Primary School,FALSE
320 JURONG EAST ST 31,1.34875786,103.7307087,Chinese Garden MRT,903,West Mall,3112,Shuqun Primary School,FALSE
219A JURONG EAST ST 21,1.340607509,103.737454,Chinese Garden MRT,734,Westgate,1220,Princess Elizabeth Primary School,FALSE
281 TOH GUAN RD,1.33989545,103.7464149,Jurong East MRT,1179,IMM,712,Bukit View Primary School,FALSE
337 JURONG EAST AVE 1,1.349683705,103.7319057,Chinese Garden MRT,1096,West Mall,2805,Princess Elizabeth Primary School,FALSE
213 BOON LAY PL,1.349459342,103.7128403,Lakeside MRT,1373,Jurong Point,1608,Rulang Primary School,TRUE
215 BOON LAY PL,1.348684375,103.7123598,Lakeside MRT,1437,Jurong Point,1540,Rulang Primary School,TRUE
121 YUAN CHING RD,1.335704025,103.7240782,Lakeside MRT,1301,Jurong Point,2845,Lakeside Primary School,TRUE
485 JURONG WEST AVE 1,1.348347108,103.727243,Lakeside MRT,1344,Westgate,3071,Shuqun Primary School,TRUE
917 JURONG WEST ST 91,1.340344128,103.6878422,Pioneer MRT,1375,Jurong Point,2650,Jurong West Primary School,FALSE
504 JURONG WEST ST 51,1.349827613,103.7188438,Lakeside MRT,981,Jurong Point,2554,Rulang Primary School,TRUE
474 JURONG WEST ST 41,1.348097075,103.7241842,Lakeside MRT,1040,Jurong Point,2681,Shuqun Primary School,TRUE
516 JURONG WEST ST 52,1.345503653,103.7205575,Lakeside MRT,376,Jurong Point,1999,Shuqun Primary School,TRUE
271A JURONG WEST ST 24,1.350881446,103.7040623,Boon Lay MRT,1787,Jurong Point,1595,Westwood Primary School,TRUE
903 JURONG WEST ST 91,1.33971748,103.6860611,Pioneer MRT,1666,Jurong Point,2959,Jurong West Primary School,FALSE
815 JURONG WEST ST 81,1.345332324,103.695851,Pioneer MRT,1234,Jurong Point,1959,Westwood Primary School,TRUE
938 JURONG WEST ST 91,1.34287699,103.6897726,Pioneer MRT,1274,Jurong Point,2407,Jurong West Primary School,FALSE
824 JURONG WEST ST 81,1.346400047,103.6941394,Pioneer MRT,1362,Jurong Point,2162,Westwood Primary School,TRUE
835 JURONG WEST ST 81,1.343504591,103.6937055,Pioneer MRT,945,Jurong Point,1932,Jurong West Primary School,TRUE
837 JURONG WEST ST 81,1.34307733,103.692906,Pioneer MRT,883,Jurong Point,2003,Jurong West Primary School,TRUE
420 JURONG WEST ST 42,1.350571751,103.7271728,Lakeside MRT,1591,West Mall,3496,Shuqun Primary School,TRUE
711 JURONG WEST ST 71,1.343040859,103.6956408,Pioneer MRT,869,Jurong Point,1664,Jurong West Primary School,TRUE
706 JURONG WEST ST 71,1.341229193,103.6943936,Pioneer MRT,615,Jurong Point,1759,Jurong West Primary School,TRUE
980 JURONG WEST ST 93,1.339117748,103.6936715,Pioneer MRT,652,Jurong Point,1891,Jurong West Primary School,TRUE
464 JURONG WEST ST 41,1.350300629,103.7223139,Lakeside MRT,1209,Jurong Point,2823,Shuqun Primary School,TRUE
668B JURONG WEST ST 64,1.341927501,103.7033861,Boon Lay MRT,619,Jurong Point,661,Jurong West Primary School,TRUE
415 JURONG WEST ST 42,1.352824319,103.7249823,Lakeside MRT,1719,Jurong Point,3184,Shuqun Primary School,TRUE
655A JURONG WEST ST 61,1.33553724,103.698482,Pioneer MRT,451,Jurong Point,1433,Frontier Primary School,TRUE
432 JURONG WEST ST 42,1.352563729,103.7235695,Lakeside MRT,1593,Jurong Point,3020,Shuqun Primary School,TRUE
744 JURONG WEST ST 73,1.346658893,103.6990999,Pioneer MRT,1452,Jurong Point,1594,Westwood Primary School,TRUE
183 YUNG SHENG RD,1.333239677,103.7226839,Lakeside MRT,1569,Jurong Point,2672,Lakeside Primary School,TRUE
667D JURONG WEST ST 65,1.341877297,103.7022037,Boon Lay MRT,756,Jurong Point,798,Jurong West Primary School,TRUE
632 JURONG WEST ST 65,1.343957088,103.6998156,Pioneer MRT,1060,Jurong Point,1284,Westwood Primary School,TRUE
990C JURONG WEST ST 93,1.335597279,103.6944863,Pioneer MRT,481,Jurong Point,1850,Frontier Primary School,TRUE
693 JURONG WEST CTRL 1,1.342900336,103.7061852,Boon Lay MRT,659,Jurong Point,466,Westwood Primary School,TRUE
352 KANG CHING RD,1.339365794,103.7201844,Lakeside MRT,761,Jurong Point,2214,Lakeside Primary School,TRUE
648C JURONG WEST ST 61,1.338967611,103.6979498,Pioneer MRT,328,Jurong Point,1323,Jurong West Primary School,TRUE
447 JURONG WEST ST 42,1.352481247,103.7203994,Lakeside MRT,1399,Jurong Point,2703,Shuqun Primary School,TRUE
262 BOON LAY DR,1.344884356,103.7074303,Boon Lay MRT,1054,Jurong Point,862,Westwood Primary School,TRUE
351 CORPORATION DR,1.338972224,103.7198388,Lakeside MRT,842,Jurong Point,2133,Lakeside Primary School,TRUE
987A JURONG WEST ST 93,1.336523897,103.6944939,Pioneer MRT,422,Jurong Point,1792,Jurong West Primary School,TRUE
345 KANG CHING RD,1.340207482,103.7215343,Lakeside MRT,631,Jurong Point,2388,Lakeside Primary School,TRUE
608 JURONG WEST ST 65,1.337974716,103.7001717,Pioneer MRT,480,Jurong Point,1095,Frontier Primary School,TRUE
694 JURONG WEST CTRL 1,1.343121023,103.707052,Boon Lay MRT,708,Jurong Point,515,Westwood Primary School,TRUE
684B JURONG WEST ST 64,1.343839994,103.7042166,Boon Lay MRT,867,Jurong Point,752,Westwood Primary School,TRUE
275D JURONG WEST ST 25,1.353656936,103.7029442,Boon Lay MRT,2165,Jurong Point,1973,Westwood Primary School,TRUE
949 JURONG WEST ST 91,1.343329662,103.6916785,Pioneer MRT,1110,Jurong Point,2243,Jurong West Primary School,TRUE
273A JURONG WEST AVE 3,1.351450362,103.7034853,Boon Lay MRT,1844,Jurong Point,1652,Westwood Primary School,TRUE
268B BOON LAY DR,1.347494155,103.7079409,Boon Lay MRT,1400,Jurong Point,1209,Westwood Primary School,TRUE
271C JURONG WEST ST 24,1.350153145,103.7042931,Boon Lay MRT,1694,Jurong Point,1503,Westwood Primary School,TRUE
204 BOON LAY DR,1.344390406,103.7150977,Lakeside MRT,894,Jurong Point,1496,Rulang Primary School,TRUE
811 JURONG WEST ST 81,1.346334199,103.6965312,Pioneer MRT,1337,Jurong Point,1852,Westwood Primary School,TRUE
677C JURONG WEST ST 64,1.345352692,103.70496,Boon Lay MRT,1092,Jurong Point,963,Westwood Primary School,TRUE
623 JURONG WEST ST 61,1.340327579,103.6982473,Pioneer MRT,513,Jurong Point,1206,Jurong West Primary School,TRUE
674A JURONG WEST ST 65,1.344461337,103.7023153,Boon Lay MRT,996,Jurong Point,981,Westwood Primary School,TRUE
670A JURONG WEST ST 65,1.344097248,103.7028606,Boon Lay MRT,905,Jurong Point,891,Westwood Primary School,TRUE
678D JURONG WEST ST 64,1.344864896,103.7033954,Boon Lay MRT,920,Jurong Point,896,Westwood Primary School,TRUE
677A JURONG WEST ST 64,1.345630476,103.705038,Boon Lay MRT,1122,Jurong Point,954,Westwood Primary School,TRUE
365 CORPORATION DR,1.337725927,103.7201847,Lakeside MRT,1134,Jurong Point,2181,Lakeside Primary School,TRUE
705 JURONG WEST ST 71,1.340912429,103.694651,Pioneer MRT,566,Jurong Point,1747,Jurong West Primary School,TRUE
539 JURONG WEST AVE 1,1.350875715,103.7163533,Lakeside MRT,1153,Jurong Point,2099,Rulang Primary School,TRUE
437 JURONG WEST AVE 1,1.351571341,103.7239646,Lakeside MRT,1454,Jurong Point,3049,Shuqun Primary School,TRUE
644 JURONG WEST ST 61,1.339591891,103.6963576,Pioneer MRT,379,Jurong Point,1461,Jurong West Primary School,TRUE
180 YUNG SHENG RD,1.333691422,103.7212664,Lakeside MRT,1555,Jurong Point,2455,Lakeside Primary School,TRUE
408 JURONG WEST ST 42,1.354786334,103.7225639,Lakeside MRT,1852,Jurong Point,3044,Shuqun Primary School,TRUE
553 JURONG WEST ST 42,1.353131925,103.7189436,Lakeside MRT,1445,Jurong Point,2510,Shuqun Primary School,TRUE
648A JURONG WEST ST 61,1.338327809,103.6976379,Pioneer MRT,211,Jurong Point,1361,Jurong West Primary School,TRUE
660A JURONG WEST ST 64,1.335691638,103.7043017,Boon Lay MRT,546,Jurong Point,953,Frontier Primary School,TRUE
654B JURONG WEST ST 61,1.336161152,103.6979399,Pioneer MRT,357,Jurong Point,1432,Frontier Primary School,TRUE
604 JURONG WEST ST 62,1.3386055,103.7000792,Pioneer MRT,530,Jurong Point,1073,Jurong West Primary School,TRUE
263 BOON LAY DR,1.344941713,103.7070242,Boon Lay MRT,1085,Jurong Point,894,Westwood Primary School,TRUE
989D JURONG WEST ST 93,1.335775995,103.6954323,Pioneer MRT,418,Jurong Point,1788,Frontier Primary School,TRUE
274B JURONG WEST ST 25,1.352865553,103.7032805,Boon Lay MRT,2055,Jurong Point,1864,Westwood Primary School,TRUE
601 JURONG WEST ST 62,1.339661774,103.7001378,Pioneer MRT,709,Jurong Point,1000,Jurong West Primary School,TRUE
410 JURONG WEST ST 42,1.353673528,103.7263843,Lakeside MRT,1839,West Mall,3924,Shuqun Primary School,TRUE
828A JURONG WEST ST 81,1.345021981,103.6935261,Pioneer MRT,1189,Jurong Point,1989,Westwood Primary School,TRUE
669C JURONG WEST ST 64,1.343507819,103.7028158,Boon Lay MRT,848,Jurong Point,891,Westwood Primary School,TRUE
160 YUNG PING RD,1.329130473,103.7215021,Lakeside MRT,2171,Jurong Point,2909,Lakeside Primary School,FALSE
606 JURONG WEST ST 65,1.337936443,103.6992828,Pioneer MRT,360,Jurong Point,1158,Jurong West Primary School,TRUE
666A JURONG WEST ST 65,1.339768,103.7013798,Pioneer MRT,800,Jurong Point,843,Jurong West Primary School,TRUE
6 BEACH RD,1.303992317,103.8644193,Lavender MRT,634,Aperia Mall,897,St. Joseph's Institution Junior,FALSE
32 JLN BAHAGIA,1.326132071,103.8580967,Boon Keng MRT,1202,The Poiz Centre,2294,Hong Wen School,TRUE
63 KALLANG BAHRU,1.321000209,103.8683214,Geylang Bahru MRT,479,The Poiz Centre,1686,St. Joseph's Institution Junior,TRUE
24 BENDEMEER RD,1.318623478,103.8623244,Boon Keng MRT,210,Aperia Mall,1310,St. Joseph's Institution Junior,TRUE
684 RACE COURSE RD,1.314307076,103.8566595,Farrer Park MRT,300,City Square Mall,406,St. Joseph's Institution Junior,TRUE
12 UPP BOON KENG RD,1.314230663,103.8700611,Kallang MRT,481,Aperia Mall,1480,St. Joseph's Institution Junior,TRUE
65 KALLANG BAHRU,1.319695472,103.868365,Geylang Bahru MRT,439,Aperia Mall,1461,St. Joseph's Institution Junior,TRUE
20 ST. GEORGE'S RD,1.324739676,103.8628602,Boon Keng MRT,714,The Poiz Centre,1567,Hong Wen School,TRUE
801 FRENCH RD,1.307362418,103.8604724,Lavender MRT,334,Aperia Mall,491,St. Joseph's Institution Junior,FALSE
10 GLOUCESTER RD,1.313916587,103.8522098,Farrer Park MRT,431,City Square Mall,740,Hong Wen School,FALSE
14 KG ARANG RD,1.300164591,103.8842285,Katong Park MRT,644,Kallang Wave Mall,2129,Kong Hwa School,FALSE
59 JLN MA'MOR,1.328109584,103.8571257,Boon Keng MRT,1445,The Poiz Centre,2536,Hong Wen School,TRUE
30 JLN BAHAGIA,1.325741056,103.8581083,Boon Keng MRT,1051,The Poiz Centre,2292,Hong Wen School,TRUE
9 GLOUCESTER RD,1.313586166,103.8516999,Farrer Park MRT,496,City Square Mall,806,Hong Wen School,FALSE
121 MCNAIR RD,1.31896794,103.856342,Boon Keng MRT,904,City Square Mall,1140,Hong Wen School,TRUE
466 CRAWFORD LANE,1.30508443,103.862599,Lavender MRT,469,Aperia Mall,796,St. Joseph's Institution Junior,FALSE
69 MOULMEIN RD,1.318951762,103.850518,Novena MRT,965,Velocity @ Novena Square,857,Hong Wen School,TRUE
52 KENT RD,1.280596876,103.79046,Pasir Panjang MRT,631,Anchorpoint,3772,Fairfield Methodist School (Primary),FALSE
59C GEYLANG BAHRU,1.322210757,103.8685003,Geylang Bahru MRT,497,The Poiz Centre,1585,St. Joseph's Institution Junior,TRUE
37 CAMBRIDGE RD,1.316866481,103.8493636,Farrer Park MRT,873,Velocity @ Novena Square,1059,Hong Wen School,FALSE
39 CAMBRIDGE RD,1.316338073,103.8484685,Novena MRT,1061,United Square,896,Anglo-Chinese School (Junior),FALSE
53 GEYLANG BAHRU,1.324322313,103.8681596,Geylang Bahru MRT,594,The Poiz Centre,1234,St. Joseph's Institution Junior,FALSE
113 WHAMPOA RD,1.325833304,103.8571793,Boon Keng MRT,1077,The Poiz Centre,2433,Hong Wen School,TRUE
13 ST. GEORGE'S RD,1.323234557,103.8627325,Boon Keng MRT,485,The Poiz Centre,1640,Hong Wen School,TRUE
104 WHAMPOA DR,1.320799591,103.8533278,Farrer Park MRT,1063,Square 2,1346,Hong Wen School,TRUE
103 AH HOOD RD,1.327962675,103.844827,Toa Payoh MRT,1144,Square 2,1046,CHIJ Primary (Toa Payoh),TRUE
58 MARINE TER,1.306117813,103.914026,Marine Terrace MRT,151,Parkway Parade,1424,Ngee Ann Primary School,TRUE
75 MARINE DR,1.303370329,103.90744,Marine Parade MRT,378,Parkway Parade,566,Tanjong Katong Primary School,TRUE
1 MARINE TER,1.304829022,103.918615,Marine Terrace MRT,537,Parkway Parade,1926,Ngee Ann Primary School,TRUE
107 PASIR RIS ST 12,1.367509667,103.9575189,Pasir Ris MRT,1452,White Sands,639,White Sands Primary School,TRUE
765 PASIR RIS ST 71,1.376702331,103.9347472,Pasir Ris MRT,2174,Downtown East,2995,Elias Park Primary School,FALSE
559 PASIR RIS ST 51,1.366460971,103.9516987,Pasir Ris MRT,1057,White Sands,1674,Tampines North Primary School,TRUE
767 PASIR RIS ST 71,1.375645447,103.9358638,Pasir Ris MRT,2006,Downtown East,2848,Elias Park Primary School,FALSE
641 PASIR RIS DR 1,1.376417067,103.9395942,Pasir Ris MRT,1399,Downtown East,2227,Elias Park Primary School,TRUE
429 PASIR RIS DR 6,1.370073685,103.9567309,Pasir Ris MRT,1250,Downtown East,713,White Sands Primary School,TRUE
627 PASIR RIS DR 3,1.379626863,103.940582,Pasir Ris MRT,1504,Downtown East,1984,Elias Park Primary School,TRUE
775 PASIR RIS ST 71,1.374091376,103.937134,Pasir Ris MRT,1782,Downtown East,2624,Elias Park Primary School,TRUE
626 PASIR RIS DR 3,1.379800855,103.9409188,Pasir Ris MRT,1431,Downtown East,1911,Elias Park Primary School,TRUE
521 PASIR RIS ST 52,1.373580842,103.944365,Pasir Ris MRT,781,Downtown East,1573,Elias Park Primary School,TRUE
216 PASIR RIS ST 21,1.369022772,103.9609132,Pasir Ris MRT,1736,White Sands,546,White Sands Primary School,TRUE
440 PASIR RIS DR 4,1.369008093,103.9586966,Pasir Ris MRT,1495,White Sands,600,White Sands Primary School,TRUE
414 PASIR RIS DR 6,1.372445581,103.9561499,Pasir Ris MRT,1278,Downtown East,441,Pasir Ris Primary School,TRUE
640 PASIR RIS DR 1,1.375784655,103.9404302,Pasir Ris MRT,1283,Downtown East,2111,Elias Park Primary School,TRUE
725 PASIR RIS ST 72,1.381187026,103.9358441,Pasir Ris MRT,2191,Downtown East,2668,Elias Park Primary School,FALSE
234 PASIR RIS DR 4,1.373288037,103.96183,Pasir Ris MRT,1813,Downtown East,937,Pasir Ris Primary School,TRUE
568 PASIR RIS ST 51,1.368749383,103.9489128,Pasir Ris MRT,550,Downtown East,1469,Elias Park Primary School,TRUE
709 PASIR RIS DR 10,1.381761718,103.938578,Pasir Ris MRT,1798,Downtown East,2276,Elias Park Primary School,FALSE
487 PASIR RIS DR 4,1.374941287,103.96059,Pasir Ris MRT,1496,Downtown East,621,Pasir Ris Primary School,TRUE
752 PASIR RIS ST 71,1.377835206,103.9345825,Pasir Ris MRT,2127,Downtown East,2938,Elias Park Primary School,FALSE
745 PASIR RIS ST 71,1.378368761,103.9355882,Pasir Ris MRT,1952,Downtown East,2763,Elias Park Primary School,FALSE
407 PASIR RIS DR 6,1.373627572,103.9545174,Pasir Ris MRT,922,Downtown East,427,Pasir Ris Primary School,TRUE
194 PASIR RIS ST 12,1.365989033,103.9596753,Tampines MRT,2002,White Sands,328,White Sands Primary School,TRUE
576 PASIR RIS ST 53,1.37324513,103.9467017,Pasir Ris MRT,657,Downtown East,1524,Elias Park Primary School,TRUE
248 PASIR RIS ST 21,1.370603757,103.9630196,Pasir Ris MRT,2178,White Sands,788,Pasir Ris Primary School,TRUE
240 PASIR RIS ST 21,1.373368723,103.962797,Pasir Ris MRT,1946,Downtown East,1071,Pasir Ris Primary School,TRUE
210 PASIR RIS ST 21,1.367031279,103.9616275,Tampines MRT,2014,White Sands,240,White Sands Primary School,TRUE
241 PASIR RIS ST 21,1.373016186,103.9623683,Pasir Ris MRT,1887,Downtown East,1012,Pasir Ris Primary School,TRUE
247 PASIR RIS ST 21,1.370733791,103.962458,Pasir Ris MRT,2104,White Sands,723,Pasir Ris Primary School,TRUE
157 PASIR RIS ST 13,1.36430486,103.9626666,Tampines MRT,1568,White Sands,389,White Sands Primary School,TRUE
204 PASIR RIS ST 21,1.367497501,103.9623844,Tampines MRT,2098,White Sands,356,White Sands Primary School,TRUE
538 PASIR RIS ST 51,1.369589558,103.9502894,Pasir Ris MRT,502,Downtown East,1421,Elias Park Primary School,TRUE
715 PASIR RIS ST 72,1.382977902,103.9370545,Pasir Ris MRT,2008,Downtown East,2485,Elias Park Primary School,FALSE
547 PASIR RIS ST 51,1.368961482,103.9533574,Pasir Ris MRT,827,Downtown East,1108,White Sands Primary School,TRUE
165A PUNGGOL CTRL,1.394998966,103.9147543,Sengkang MRT,3031,Rivervale Mall,2078,Horizon Primary School,TRUE
105C EDGEFIELD PLAINS,1.397672035,103.9055988,Sengkang MRT,1909,Rivervale Mall,1248,Mee Toh School,TRUE
201D PUNGGOL FIELD,1.399684321,103.9033781,Sengkang MRT,1699,Waterway Point,1276,Punggol Green Primary School,TRUE
114 EDGEFIELD PLAINS,1.395799718,103.9075556,Sengkang MRT,2006,Rivervale Mall,798,Mee Toh School,TRUE
306A PUNGGOL PL,1.406092593,103.9053953,Punggol MRT,1557,Waterway Point,690,Oasis Primary School,TRUE
269A PUNGGOL FIELD,1.403149047,103.8989758,Sengkang MRT,1778,Waterway Point,757,Punggol Green Primary School,TRUE
273A PUNGGOL PL,1.402284312,103.9021043,Sengkang MRT,2208,Waterway Point,656,Punggol Green Primary School,TRUE
135 EDGEDALE PLAINS,1.392092062,103.9100225,Sengkang MRT,2104,Rivervale Mall,828,Mee Toh School,TRUE
126B EDGEDALE PLAINS,1.394548891,103.9111062,Sengkang MRT,2728,Rivervale Mall,1520,Mee Toh School,TRUE
183 EDGEFIELD PLAINS,1.398810031,103.9098456,Sengkang MRT,2480,Rivervale Mall,1662,Horizon Primary School,TRUE
107A EDGEFIELD PLAINS,1.397198794,103.9068258,Sengkang MRT,1941,Rivervale Mall,1123,Mee Toh School,TRUE
165B PUNGGOL CTRL,1.395128032,103.9144671,Sengkang MRT,3068,Rivervale Mall,2116,Horizon Primary School,TRUE
105D EDGEFIELD PLAINS,1.397175309,103.9052296,Sengkang MRT,1989,Rivervale Mall,1171,Rivervale Primary School,TRUE
178 EDGEFIELD PLAINS,1.399406544,103.908431,Sengkang MRT,2251,Rivervale Mall,1433,Mee Toh School,TRUE
193 EDGEFIELD PLAINS,1.399967929,103.909013,Punggol MRT,2068,Rivervale Mall,1550,Horizon Primary School,TRUE
651 PUNGGOL CTRL,1.396866833,103.9154104,Punggol MRT,2721,Rivervale Mall,1973,Horizon Primary School,TRUE
274B PUNGGOL PL,1.403116257,103.9022874,Sengkang MRT,2358,Waterway Point,595,Punggol Green Primary School,TRUE
191 PUNGGOL CTRL,1.399512505,103.9097527,Punggol MRT,2168,Rivervale Mall,1769,Horizon Primary School,TRUE
113 C'WEALTH CRES,1.306746481,103.7979557,Commonwealth MRT,635,The Star Vista,1538,Fairfield Methodist School (Primary),FALSE
3 DOVER RD,1.303735921,103.7824438,one-north MRT,1007,The Star Vista,1327,Fairfield Methodist School (Primary),TRUE
31 HOLLAND CL,1.306975268,103.7970803,Commonwealth MRT,711,The Star Vista,1424,Fairfield Methodist School (Primary),FALSE
13 HOLLAND DR,1.309360395,103.7932051,Buona Vista MRT,739,The Star Vista,1031,Fairfield Methodist School (Primary),FALSE
9 HOLLAND AVE,1.307555926,103.7944436,Buona Vista MRT,681,The Star Vista,973,Fairfield Methodist School (Primary),FALSE
53 STIRLING RD,1.296646199,103.8036194,Queenstown MRT,432,Anchorpoint,1243,Fairfield Methodist School (Primary),FALSE
10 HOLLAND AVE,1.308149971,103.7942752,Buona Vista MRT,703,The Star Vista,995,Fairfield Methodist School (Primary),FALSE
15 GHIM MOH RD,1.309143843,103.7884199,Buona Vista MRT,563,The Star Vista,624,Henry Park Primary School,TRUE
56 STRATHMORE AVE,1.293360743,103.809857,Queenstown MRT,543,Anchorpoint,869,Alexandra Primary School,FALSE
181 STIRLING RD,1.294382132,103.8055602,Queenstown MRT,139,Anchorpoint,878,Alexandra Primary School,FALSE
182 STIRLING RD,1.295382633,103.8049624,Queenstown MRT,201,Anchorpoint,1009,Alexandra Primary School,FALSE
61A STRATHMORE AVE,1.293860989,103.8115839,Queenstown MRT,741,Anchorpoint,1018,Alexandra Primary School,FALSE
49 STRATHMORE AVE,1.294021643,103.8082128,Queenstown MRT,320,Anchorpoint,925,Alexandra Primary School,FALSE
62A STRATHMORE AVE,1.294386975,103.8114265,Queenstown MRT,802,Anchorpoint,1086,Alexandra Primary School,FALSE
478 SEMBAWANG DR,1.452452221,103.8164885,Sembawang MRT,792,Sun Plaza,771,Canberra Primary School,TRUE
507B WELLINGTON CIRCLE,1.452880945,103.8234111,Sembawang MRT,838,Sun Plaza,1073,Wellington Primary School,TRUE
314 SEMBAWANG DR,1.4436987,103.8211922,Sembawang MRT,973,Sun Plaza,775,Sembawang Primary School,TRUE
