Address,Lat,Long,Nearest_MRT,Distance_MRT,Nearest_Mall,Distance_Mall,Nearest_Pri_Sch,Within_1km_of_Pri
229 YISHUN ST 21,1.434912007,103.8372004,Yishun MRT,868,Junction 9,610,Chongfu School,TRUE
808 YISHUN RING RD,1.416914529,103.8309518,Khatib MRT,298,Northpoint City,1830,Naval Base Primary School,TRUE
833 YISHUN ST 81,1.414548363,103.8341044,Khatib MRT,513,Northpoint City,1939,Naval Base Primary School,TRUE
455 YISHUN ST 41,1.419980452,103.844384,Khatib MRT,1663,Northpoint City,2024,Northland Primary School,TRUE
456 YISHUN ST 41,1.420369191,103.8444037,Khatib MRT,1644,Northpoint City,2005,Northland Primary School,TRUE
750 YISHUN ST 72,1.427978266,103.8342828,Yishun MRT,239,Northpoint City,370,Northland Primary School,FALSE
830 YISHUN ST 81,1.414238374,103.8339538,Khatib MRT,521,Northpoint City,1948,Naval Base Primary School,TRUE
852 YISHUN ST 81,1.416059602,103.8367958,Khatib MRT,623,Northpoint City,1852,Naval Base Primary School,TRUE
628 YISHUN ST 61,1.418078028,103.8369573,Khatib MRT,651,Northpoint City,1599,Naval Base Primary School,TRUE
737 YISHUN ST 72,1.428975104,103.8324446,Yishun MRT,382,Northpoint City,563,Chongfu School,FALSE
445 YISHUN AVE 11,1.423191787,103.8446277,Yishun MRT,1704,Junction 9,1560,Huamin Primary School,TRUE
115A YISHUN RING RD,1.43331769,103.8275154,Yishun MRT,1230,Northpoint City,1277,Chongfu School,FALSE
607 YISHUN ST 61,1.421386044,103.8356042,Khatib MRT,638,Northpoint City,1067,Northland Primary School,TRUE
775 YISHUN RING RD,1.422531712,103.8321855,Khatib MRT,796,Northpoint City,1196,Northland Primary School,TRUE
240 YISHUN RING RD,1.432698719,103.8393691,Yishun MRT,831,Junction 9,310,Chongfu School,TRUE
161 YISHUN ST 11,1.432786275,103.8331329,Yishun MRT,616,Northpoint City,592,Chongfu School,TRUE
838 YISHUN ST 81,1.416421787,103.8335598,Khatib MRT,180,Northpoint City,1606,Naval Base Primary School,TRUE
841 YISHUN ST 81,1.416013226,103.8343686,Khatib MRT,280,Northpoint City,1707,Naval Base Primary School,TRUE
391 YISHUN AVE 6,1.429467692,103.8491714,Yishun MRT,2063,Junction 9,1221,North View Primary School,TRUE
351 YISHUN AVE 11,1.426429316,103.8440721,Yishun MRT,1458,Junction 9,1307,Huamin Primary School,TRUE
326 YISHUN RING RD,1.429551047,103.8424397,Yishun MRT,1110,Junction 9,589,Huamin Primary School,TRUE
352 YISHUN RING RD,1.426462542,103.8449089,Yishun MRT,1552,Junction 9,1241,Huamin Primary School,TRUE
614 YISHUN ST 61,1.419829067,103.8360325,Khatib MRT,594,Northpoint City,1278,Naval Base Primary School,TRUE
791 YISHUN AVE 2,1.42051978,103.8335644,Khatib MRT,466,Northpoint City,1224,Naval Base Primary School,TRUE
508 ANG MO KIO AVE 8,1.373790082,103.849029,Ang Mo Kio MRT,554,Jubilee Square,444,Jing Shan Primary School,TRUE
213 ANG MO KIO AVE 3,1.367769472,103.8412554,Mayflower MRT,950,AMK Hub,1144,CHIJ St. Nicholas Girls' School,FALSE
558 ANG MO KIO AVE 10,1.371236133,103.859192,Ang Mo Kio MRT,1360,AMK Hub,1525,Jing Shan Primary School,TRUE
565 ANG MO KIO AVE 3,1.369539344,103.8583856,Ang Mo Kio MRT,1096,AMK Hub,1260,Jing Shan Primary School,TRUE
434 ANG MO KIO AVE 10,1.367891507,103.853455,Ang Mo Kio MRT,668,AMK Hub,816,Teck Ghee Primary School,TRUE
154 ANG MO KIO AVE 5,1.376260674,103.841231,Yio Chu Kang MRT,1092,Jubilee Square,1236,CHIJ St. Nicholas Girls' School,TRUE
466 ANG MO KIO AVE 10,1.365819605,103.8570616,Ang Mo Kio MRT,1244,AMK Hub,1392,Teck Ghee Primary School,TRUE
452 ANG MO KIO AVE 10,1.368897511,103.8562008,Ang Mo Kio MRT,862,AMK Hub,1009,Jing Shan Primary School,TRUE
442 ANG MO KIO AVE 10,1.365653269,103.8552322,Ang Mo Kio MRT,964,AMK Hub,1105,Teck Ghee Primary School,TRUE
540 ANG MO KIO AVE 10,1.375293768,103.8554524,Ang Mo Kio MRT,1582,Jubilee Square,1611,Jing Shan Primary School,TRUE
440 ANG MO KIO AVE 10,1.366427898,103.8543115,Ang Mo Kio MRT,873,AMK Hub,1020,Teck Ghee Primary School,TRUE
533 ANG MO KIO AVE 5,1.374169237,103.8530019,Ang Mo Kio MRT,1192,Jubilee Square,1254,Jing Shan Primary School,TRUE
445 ANG MO KIO AVE 10,1.366980045,103.8557181,Ang Mo Kio MRT,1060,AMK Hub,1207,Teck Ghee Primary School,TRUE
607 ANG MO KIO AVE 4,1.380467587,103.8388167,Lentor MRT,816,Jubilee Square,1930,Anderson Primary School,TRUE
476 ANG MO KIO AVE 10,1.362388292,103.8578806,Ang Mo Kio MRT,1531,AMK Hub,1671,Teck Ghee Primary School,TRUE
215 ANG MO KIO AVE 1,1.366558302,103.8416241,Mayflower MRT,915,AMK Hub,1023,Teck Ghee Primary School,FALSE
216 ANG MO KIO AVE 1,1.366196788,103.841505,Mayflower MRT,972,AMK Hub,1150,Teck Ghee Primary School,FALSE
524 ANG MO KIO AVE 5,1.373378294,103.8530425,Ang Mo Kio MRT,918,Jubilee Square,961,Jing Shan Primary School,TRUE
128 ANG MO KIO AVE 3,1.370832028,103.843547,Ang Mo Kio MRT,965,Jubilee Square,657,Jing Shan Primary School,TRUE
178 ANG MO KIO AVE 4,1.376193199,103.8370382,Mayflower MRT,679,Jubilee Square,1785,CHIJ St. Nicholas Girls' School,TRUE
507 ANG MO KIO AVE 8,1.374431399,103.8501575,Ang Mo Kio MRT,759,Jubilee Square,709,Jing Shan Primary School,TRUE
586 ANG MO KIO AVE 3,1.37030353,103.8534559,Ang Mo Kio MRT,523,AMK Hub,687,Jing Shan Primary School,TRUE
639 ANG MO KIO AVE 6,1.379934071,103.842463,Yio Chu Kang MRT,511,Jubilee Square,1404,Anderson Primary School,TRUE
435 ANG MO KIO AVE 10,1.367703678,103.8542143,Ang Mo Kio MRT,754,AMK Hub,902,Teck Ghee Primary School,TRUE
157 ANG MO KIO AVE 4,1.375305621,103.8393951,Mayflower MRT,673,Jubilee Square,1437,CHIJ St. Nicholas Girls' School,TRUE
117 ANG MO KIO AVE 4,1.373717083,103.8356105,Mayflower MRT,359,Jubilee Square,1712,CHIJ St. Nicholas Girls' School,TRUE
542 ANG MO KIO AVE 10,1.374738413,103.8558768,Ang Mo Kio MRT,1522,Jubilee Square,1630,Jing Shan Primary School,TRUE
649 ANG MO KIO AVE 5,1.377762638,103.8437822,Yio Chu Kang MRT,635,Jubilee Square,1074,Anderson Primary School,TRUE
417 ANG MO KIO AVE 10,1.364959533,103.8551971,Ang Mo Kio MRT,987,AMK Hub,1127,Teck Ghee Primary School,TRUE
422 ANG MO KIO AVE 3,1.367999888,103.8518739,Ang Mo Kio MRT,422,AMK Hub,570,Teck Ghee Primary School,TRUE
122 ANG MO KIO AVE 3,1.370188607,103.8434132,Ang Mo Kio MRT,893,Jubilee Square,754,Teck Ghee Primary School,TRUE
155 ANG MO KIO AVE 4,1.375877238,103.8400675,Mayflower MRT,779,Jubilee Square,1495,CHIJ St. Nicholas Girls' School,TRUE
471 ANG MO KIO AVE 10,1.363466006,103.8567029,Ang Mo Kio MRT,1267,AMK Hub,1407,Teck Ghee Primary School,TRUE
320 ANG MO KIO AVE 1,1.365592446,103.8483867,Ang Mo Kio MRT,773,AMK Hub,709,Teck Ghee Primary School,TRUE
419 ANG MO KIO AVE 10,1.365346697,103.8541518,Ang Mo Kio MRT,845,AMK Hub,985,Teck Ghee Primary School,TRUE
513 ANG MO KIO AVE 8,1.372736969,103.8501949,Ang Mo Kio MRT,526,Jubilee Square,494,Jing Shan Primary School,TRUE
209 ANG MO KIO AVE 3,1.368970796,103.8432845,Ang Mo Kio MRT,840,AMK Hub,687,Teck Ghee Primary School,TRUE
153 ANG MO KIO AVE 5,1.376357457,103.8420565,Yio Chu Kang MRT,1088,Jubilee Square,1334,Anderson Primary School,TRUE
562 ANG MO KIO AVE 3,1.370181442,103.8590188,Ang Mo Kio MRT,1375,AMK Hub,1539,Jing Shan Primary School,TRUE
537 ANG MO KIO AVE 5,1.375200096,103.8530598,Ang Mo Kio MRT,1453,Jubilee Square,1430,Jing Shan Primary School,TRUE
438 ANG MO KIO AVE 10,1.366970817,103.8539066,Ang Mo Kio MRT,785,AMK Hub,933,Teck Ghee Primary School,TRUE
544 ANG MO KIO AVE 10,1.373959619,103.8564714,Ang Mo Kio MRT,1367,Jubilee Square,1566,Jing Shan Primary School,TRUE
173 ANG MO KIO AVE 4,1.375313537,103.8362457,Mayflower MRT,556,Jubilee Square,1759,CHIJ St. Nicholas Girls' School,TRUE
428 ANG MO KIO AVE 3,1.368939065,103.8544123,Ang Mo Kio MRT,683,AMK Hub,830,Jing Shan Primary School,TRUE
412 ANG MO KIO AVE 10,1.363855122,103.855288,Ang Mo Kio MRT,1134,AMK Hub,1274,Teck Ghee Primary School,TRUE
127 ANG MO KIO AVE 3,1.371223221,103.8435933,Ang Mo Kio MRT,954,Jubilee Square,646,Jing Shan Primary School,TRUE
134 ANG MO KIO AVE 3,1.372076655,103.8419477,Mayflower MRT,987,Jubilee Square,829,CHIJ St. Nicholas Girls' School,TRUE
344 ANG MO KIO AVE 3,1.367977051,103.8492648,Ang Mo Kio MRT,344,AMK Hub,294,Teck Ghee Primary School,TRUE
309A ANG MO KIO ST 31,1.365029333,103.8453006,Ang Mo Kio MRT,1132,AMK Hub,973,Teck Ghee Primary School,TRUE
354 ANG MO KIO ST 32,1.363877525,103.8520286,Ang Mo Kio MRT,817,AMK Hub,891,Teck Ghee Primary School,TRUE
307C ANG MO KIO AVE 1,1.365561004,103.8451695,Ang Mo Kio MRT,1042,AMK Hub,884,Teck Ghee Primary School,TRUE
539 ANG MO KIO AVE 10,1.375374291,103.8542588,Ang Mo Kio MRT,1312,Jubilee Square,1326,Jing Shan Primary School,TRUE
104B ANG MO KIO ST 11,1.371511514,103.8384588,Mayflower MRT,288,Jubilee Square,1478,CHIJ St. Nicholas Girls' School,TRUE
553 ANG MO KIO AVE 10,1.372601579,103.8572341,Ang Mo Kio MRT,1214,AMK Hub,1378,Jing Shan Primary School,TRUE
431 ANG MO KIO AVE 10,1.36822021,103.8529789,Ang Mo Kio MRT,605,AMK Hub,753,Teck Ghee Primary School,TRUE
305 ANG MO KIO AVE 1,1.366084591,103.8460139,Ang Mo Kio MRT,977,AMK Hub,818,Teck Ghee Primary School,TRUE
588B ANG MO KIO ST 52,1.371975713,103.8531509,Ang Mo Kio MRT,855,Jubilee Square,943,Jing Shan Primary School,TRUE
700B ANG MO KIO AVE 6,1.369410498,103.8460598,Ang Mo Kio MRT,520,AMK Hub,358,Teck Ghee Primary School,TRUE
596B ANG MO KIO ST 52,1.372051233,103.8505458,Ang Mo Kio MRT,579,Jubilee Square,622,Jing Shan Primary School,TRUE
616 ANG MO KIO AVE 4,1.37746747,103.8387767,Mayflower MRT,1013,Jubilee Square,1731,CHIJ St. Nicholas Girls' School,TRUE
620 BEDOK RESERVOIR RD,1.334334322,103.9177126,Bedok North MRT,120,Bedok Mall,2287,Yu Neng Primary School,FALSE
539 BEDOK NTH ST 3,1.331313866,103.9253073,Bedok North MRT,1221,Bedok Mall,1103,Fengshan Primary School,TRUE
144 BEDOK RESERVOIR RD,1.334869769,103.9125268,Kaki Bukit MRT,646,Bedok Mall,2691,Maha Bodhi School,FALSE
703 BEDOK RESERVOIR RD,1.337165074,103.9198931,Bedok North MRT,503,Bedok Mall,2189,Yu Neng Primary School,FALSE
504 BEDOK NTH ST 3,1.331880003,103.9323894,Bedok Reservoir MRT,808,Bedok Mall,1204,Yu Neng Primary School,TRUE
530 BEDOK NTH ST 3,1.33371332,103.9270203,Bedok Reservoir MRT,1080,Bedok Mall,1357,Yu Neng Primary School,TRUE
628 BEDOK RESERVOIR RD,1.334897237,103.9150068,Bedok North MRT,385,Bedok Mall,2462,Maha Bodhi School,FALSE
74 BEDOK NTH RD,1.327511771,103.9422204,Tanah Merah MRT,747,Bedok Mall,1712,Red Swastika School,FALSE
29 NEW UPP CHANGI RD,1.323958134,103.9363413,Bedok MRT,1028,Bedok Mall,966,Fengshan Primary School,TRUE
107 BEDOK RESERVOIR RD,1.329870289,103.9092204,Kaki Bukit MRT,846,Singpost Centre,3281,Maha Bodhi School,TRUE
30 NEW UPP CHANGI RD,1.323526782,103.9364239,Bedok MRT,1028,Bedok Mall,966,Fengshan Primary School,TRUE
32 CHAI CHEE AVE,1.323717284,103.9250011,Bedok MRT,630,Bedok Mall,666,Fengshan Primary School,FALSE
424 BEDOK NTH AVE 1,1.32842001,103.9274827,Bedok MRT,863,Bedok Mall,707,Fengshan Primary School,TRUE
110 BEDOK NTH RD,1.332472064,103.9348605,Bedok Reservoir MRT,702,Bedok Mall,1458,Red Swastika School,TRUE
521 BEDOK NTH AVE 1,1.330253071,103.9270583,Bedok MRT,1069,Bedok Mall,916,Fengshan Primary School,TRUE
125 BEDOK NTH RD,1.328843215,103.9391237,Tanah Merah MRT,1139,Bedok Mall,1578,Red Swastika School,TRUE
27 NEW UPP CHANGI RD,1.324124329,103.934921,Bedok MRT,777,Bedok Mall,715,Fengshan Primary School,TRUE
419 BEDOK NTH ST 1,1.326966214,103.9281358,Bedok MRT,670,Bedok Mall,513,Fengshan Primary School,TRUE
204 BEDOK NTH ST 1,1.326359095,103.9299959,Bedok MRT,417,Bedok Mall,348,Fengshan Primary School,TRUE
104 BEDOK NTH AVE 4,1.333298521,103.9366015,Bedok Reservoir MRT,875,Bedok Mall,1683,Red Swastika School,TRUE
59 CHAI CHEE RD,1.324889166,103.9202467,Kembangan MRT,1113,Bedok Mall,1282,Fengshan Primary School,FALSE
418 BEDOK NTH AVE 2,1.328564212,103.9300365,Bedok MRT,738,Bedok Mall,613,Fengshan Primary School,TRUE
202 BEDOK NTH ST 1,1.325656284,103.927991,Bedok MRT,479,Bedok Mall,265,Fengshan Primary School,TRUE
416 BEDOK NTH AVE 2,1.328403828,103.9306849,Bedok MRT,747,Bedok Mall,622,Fengshan Primary School,TRUE
221B BEDOK CTRL,1.325000433,103.9344978,Bedok MRT,744,Bedok Mall,682,Fengshan Primary School,TRUE
5 BEDOK STH AVE 2,1.322191579,103.9343993,Bedok MRT,984,Bedok Mall,922,Fengshan Primary School,TRUE
52 NEW UPP CHANGI RD,1.323903872,103.9425114,Tanah Merah MRT,765,Bedok Mall,1730,Temasek Primary School,TRUE
512 BEDOK NTH AVE 2,1.333367155,103.9291777,Bedok Reservoir MRT,903,Bedok Mall,1274,Yu Neng Primary School,TRUE
707 BEDOK NTH RD,1.335466498,103.9192884,Bedok North MRT,347,Bedok Mall,2187,Yu Neng Primary School,FALSE
120 BEDOK RESERVOIR RD,1.330892472,103.9099209,Kaki Bukit MRT,632,Singpost Centre,3226,Maha Bodhi School,TRUE
169 BEDOK STH AVE 3,1.320388846,103.9450939,Tanah Merah MRT,1055,Bedok Mall,2317,Temasek Primary School,TRUE
64 NEW UPP CHANGI RD,1.324218538,103.9398567,Tanah Merah MRT,985,Bedok Mall,1338,Temasek Primary School,TRUE
507 BEDOK NTH AVE 3,1.332980717,103.932599,Bedok Reservoir MRT,658,Bedok Mall,1361,Yu Neng Primary School,TRUE
718 BEDOK RESERVOIR RD,1.336630599,103.9257485,Bedok Reservoir MRT,1110,Bedok Mall,1765,Yu Neng Primary School,TRUE
428 BEDOK NTH RD,1.329539942,103.9276501,Bedok MRT,975,Bedok Mall,818,Fengshan Primary School,TRUE
666 JLN DAMAI,1.333565436,103.9081025,Kaki Bukit MRT,351,Singpost Centre,3215,Maha Bodhi School,TRUE
651 JLN TENAGA,1.332192432,103.9073635,Kaki Bukit MRT,565,Singpost Centre,2977,Maha Bodhi School,TRUE
771 BEDOK RESERVOIR VIEW,1.335934062,103.9388663,Bedok Reservoir MRT,859,Bedok Mall,2241,Red Swastika School,TRUE
770 BEDOK RESERVOIR VIEW,1.335925042,103.9384609,Bedok Reservoir MRT,806,Bedok Mall,2187,Red Swastika School,TRUE
183 BEDOK NTH RD,1.32643686,103.9418509,Tanah Merah MRT,628,Bedok Mall,1572,Temasek Primary School,FALSE
221A BEDOK CTRL,1.325203716,103.9347722,Bedok MRT,775,Bedok Mall,712,Fengshan Primary School,TRUE
182 BEDOK NTH RD,1.326869941,103.9418328,Tanah Merah MRT,677,Bedok Mall,1583,Temasek Primary School,FALSE
114 LENGKONG TIGA,1.323134861,103.9120457,Kembangan MRT,308,Bedok Mall,2369,Maha Bodhi School,FALSE
221C BEDOK CTRL,1.324999166,103.9342344,Bedok MRT,707,Bedok Mall,645,Fengshan Primary School,TRUE
604 BEDOK RESERVOIR RD,1.330792356,103.9131834,Bedok North MRT,864,Bedok Mall,2449,Maha Bodhi School,FALSE
140 BEDOK RESERVOIR RD,1.334889914,103.9133862,Bedok North MRT,612,Bedok Mall,2619,Maha Bodhi School,FALSE
146 BEDOK RESERVOIR RD,1.334599691,103.9120108,Kaki Bukit MRT,598,Bedok Mall,2722,Maha Bodhi School,FALSE
711 BEDOK RESERVOIR RD,1.335973416,103.9236903,Bedok North MRT,974,Bedok Mall,1786,Yu Neng Primary School,TRUE
139 BEDOK NTH AVE 3,1.329410011,103.9353973,Bedok MRT,1256,Bedok Mall,1165,Fengshan Primary School,TRUE
99 BEDOK NTH AVE 4,1.333932177,103.9394703,Bedok Reservoir MRT,1076,Bedok Mall,1996,Red Swastika School,TRUE
552 BEDOK NTH AVE 1,1.33190105,103.9277438,Bedok Reservoir MRT,1224,Bedok Mall,1071,Fengshan Primary School,TRUE
645 JLN TENAGA,1.331671179,103.9065379,Kaki Bukit MRT,690,Singpost Centre,2883,Maha Bodhi School,TRUE
656 JLN TENAGA,1.333708041,103.907541,Kaki Bukit MRT,435,Singpost Centre,3207,Maha Bodhi School,TRUE
33 CHAI CHEE AVE,1.324009118,103.9258481,Bedok MRT,558,Bedok Mall,556,Fengshan Primary School,TRUE
407 BEDOK NTH AVE 3,1.3284632,103.9336828,Bedok MRT,981,Bedok Mall,867,Fengshan Primary School,TRUE
72 BEDOK STH AVE 3,1.320366592,103.9436679,Tanah Merah MRT,994,Bedok Mall,2129,Temasek Primary School,TRUE
61 NEW UPP CHANGI RD,1.322754699,103.9407764,Tanah Merah MRT,1033,Bedok Mall,1631,Temasek Primary School,TRUE
636 BEDOK RESERVOIR RD,1.33105257,103.904387,Ubi MRT,854,Singpost Centre,2756,Maha Bodhi School,TRUE
661 JLN DAMAI,1.334476718,103.9078849,Kaki Bukit MRT,310,Singpost Centre,3335,Maha Bodhi School,TRUE
29A CHAI CHEE AVE,1.324886322,103.9241321,Bedok MRT,823,Bedok Mall,746,Fengshan Primary School,FALSE
23 SIN MING RD,1.354352709,103.8358237,Upper Thomson MRT,612,Thomson Plaza,988,Ai Tong School,TRUE
24 SIN MING RD,1.35518697,103.836338,Upper Thomson MRT,720,Thomson Plaza,1097,Ai Tong School,TRUE
406 SIN MING AVE,1.362944554,103.8340935,Bright Hill MRT,206,Thomson Plaza,1702,Ai Tong School,TRUE
146 BISHAN ST 11,1.344086049,103.8541476,Bishan MRT,1229,Junction 8,1171,Kuo Chuan Presbyterian Primary School,TRUE
272 BISHAN ST 24,1.356294894,103.8428226,Marymount MRT,1170,Junction 8,1667,Catholic High School,TRUE
443 SIN MING AVE,1.358744097,103.8326898,Upper Thomson MRT,735,Thomson Plaza,928,Ai Tong School,TRUE
107 BISHAN ST 12,1.346417614,103.8479207,Bishan MRT,879,Junction 8,661,Kuo Chuan Presbyterian Primary School,TRUE
113 BISHAN ST 12,1.347231851,103.848809,Bishan MRT,656,Junction 8,552,Kuo Chuan Presbyterian Primary School,TRUE
153 BISHAN ST 13,1.346085959,103.8550783,Bishan MRT,1028,Junction 8,1072,Kuo Chuan Presbyterian Primary School,TRUE
123 BISHAN ST 12,1.346487206,103.8504611,Bishan MRT,704,Junction 8,646,Kuo Chuan Presbyterian Primary School,TRUE
445 SIN MING AVE,1.358711425,103.8317201,Upper Thomson MRT,726,Thomson Plaza,920,Ai Tong School,TRUE
114 BISHAN ST 12,1.347549415,103.8488805,Bishan MRT,638,Junction 8,482,Kuo Chuan Presbyterian Primary School,TRUE
191 BISHAN ST 13,1.350541612,103.8513711,Bishan MRT,448,Junction 8,533,Kuo Chuan Presbyterian Primary School,TRUE
256 BISHAN ST 22,1.361318448,103.8426838,Bright Hill MRT,1258,AMK Hub,1444,Catholic High School,TRUE
189 BISHAN ST 13,1.350222546,103.8518335,Bishan MRT,450,Junction 8,550,Kuo Chuan Presbyterian Primary School,TRUE
195 BISHAN ST 13,1.348362498,103.8508971,Bishan MRT,484,Junction 8,426,Kuo Chuan Presbyterian Primary School,TRUE
503 BISHAN ST 11,1.349032375,103.8480475,Bishan MRT,477,Junction 8,211,Catholic High School,TRUE
135 BISHAN ST 12,1.344562168,103.8512876,Braddell MRT,1524,Junction 8,916,Kuo Chuan Presbyterian Primary School,TRUE
157 BISHAN ST 13,1.346057554,103.85668,Bishan MRT,1160,Junction 8,1275,Kuo Chuan Presbyterian Primary School,TRUE
444 SIN MING AVE,1.358539429,103.8323093,Upper Thomson MRT,666,Thomson Plaza,860,Ai Tong School,TRUE
228 BISHAN ST 23,1.357949291,103.8467677,Bishan MRT,1140,Junction 8,1138,Catholic High School,TRUE
290 BISHAN ST 24,1.356137785,103.8448977,Bishan MRT,1152,Junction 8,1131,Catholic High School,TRUE
179 BISHAN ST 13,1.348608312,103.8518433,Bishan MRT,548,Junction 8,522,Kuo Chuan Presbyterian Primary School,TRUE
238 BISHAN ST 22,1.359760803,103.8446426,Bishan MRT,1403,Junction 8,1389,Catholic High School,TRUE
245 BISHAN ST 22,1.360337274,103.8439634,Ang Mo Kio MRT,1833,AMK Hub,1674,Catholic High School,TRUE
186 BISHAN ST 13,1.349345586,103.8525788,Bishan MRT,539,Junction 8,596,Kuo Chuan Presbyterian Primary School,TRUE
420 BT BATOK WEST AVE 2,1.36255043,103.7457708,Bukit Gombak MRT,1022,West Mall,1644,Dazhong Primary School,TRUE
267 BT BATOK EAST AVE 4,1.348809566,103.7598926,Bukit Batok MRT,1503,West Mall,1530,Keming Primary School,TRUE
523 BT BATOK ST 52,1.35669994,103.7523064,Bukit Gombak MRT,324,West Mall,1391,Dazhong Primary School,TRUE
283 BT BATOK EAST AVE 3,1.346943658,103.7575394,Bukit Batok MRT,1196,West Mall,1223,Keming Primary School,TRUE
271 BT BATOK EAST AVE 4,1.348172638,103.7588931,Bukit Batok MRT,1349,West Mall,1376,Keming Primary School,TRUE
272 BT BATOK EAST AVE 4,1.348790307,103.7578647,Bukit Batok MRT,1210,West Mall,1236,Keming Primary School,TRUE
316 BT BATOK ST 32,1.360576605,103.746834,Bukit Gombak MRT,729,West Mall,1390,Dazhong Primary School,TRUE
160 BT BATOK ST 11,1.348884904,103.7420358,Bukit Batok MRT,1030,West Mall,1105,Princess Elizabeth Primary School,TRUE
229 BT BATOK EAST AVE 3,1.348276604,103.7546809,Bukit Batok MRT,767,West Mall,796,Bukit View Primary School,TRUE
417 BT BATOK WEST AVE 4,1.362890991,103.7465392,Bukit Gombak MRT,968,West Mall,1688,Dazhong Primary School,TRUE
175 BT BATOK WEST AVE 8,1.34554898,103.7415986,Bukit Batok MRT,1133,West Mall,1291,Princess Elizabeth Primary School,TRUE
180 BT BATOK WEST AVE 8,1.345557925,103.742841,Bukit Batok MRT,1017,West Mall,1175,Princess Elizabeth Primary School,TRUE
321 BT BATOK ST 33,1.361316993,103.7477412,Bukit Gombak MRT,673,West Mall,1540,Dazhong Primary School,TRUE
409 BT BATOK WEST AVE 4,1.364488996,103.7458164,Bukit Gombak MRT,1211,West Mall,1888,Dazhong Primary School,TRUE
161 BT BATOK ST 11,1.348469158,103.7420508,Bukit Batok MRT,1063,West Mall,1141,Princess Elizabeth Primary School,TRUE
225 BT BATOK CTRL,1.348496075,103.7526077,Bukit Batok MRT,512,West Mall,579,Bukit View Primary School,TRUE
363 BT BATOK ST 31,1.361014444,103.7494473,Bukit Gombak MRT,487,West Mall,1552,Dazhong Primary School,TRUE
