Address,Lat,Long,Nearest MRT,Distance to MRT,Nearest Mall,Distance to Mall,Nearest Pri Sch,Within 1km of Pri
591A ANG MO KIO ST 51,1.370933241,103.8519408,Ang Mo Kio MRT,,AMK Hub,,Jing Shan Primary School,True
590A ANG MO KIO ST 51,1.371221785,103.8538532,Ang Mo Kio MRT,,AMK Hub,,Jing Shan Primary School,True
590B ANG MO KIO ST 51,1.371186426,103.8529803,Ang Mo Kio MRT,,AMK Hub,,Jing Shan Primary School,True
132 BT BATOK WEST AVE 6,1.350652438,103.7456252,Bukit Batok MRT,,West Mall,,Princess Elizabeth Primary School,True
296B BT BATOK ST 22,1.343693814,103.7473568,Bukit Batok MRT,,West Mall,,Bukit View Primary School,True
296C BT BATOK ST 22,1.343697967,103.7481581,Bukit Batok MRT,,West Mall,,Bukit View Primary School,True
296A BT BATOK ST 22,1.344093582,103.7464092,Bukit Batok MRT,,West Mall,,Princess Elizabeth Primary School,True
149 BT BATOK WEST AVE 6,1.349282227,103.7443419,Bukit Batok MRT,,West Mall,,Princess Elizabeth Primary School,True
443D BT BATOK WEST AVE 8,1.355593417,103.7371182,Chinese Garden MRT,,West Mall,,Princess Elizabeth Primary School,True
445B BT BATOK WEST AVE 8,1.351074378,103.7387554,Chinese Garden MRT,,West Mall,,Princess Elizabeth Primary School,True
293D BT BATOK ST 21,1.34502077,103.7552859,Bukit Batok MRT,,West Mall,,Keming Primary School,True
450A BT BATOK WEST AVE 6,1.352790912,103.744536,Bukit Batok MRT,,West Mall,,Princess Elizabeth Primary School,True
292A BT BATOK EAST AVE 6,1.344728446,103.7546076,Bukit Batok MRT,,West Mall,,Bukit View Primary School,True
449B BT BATOK WEST AVE 9,1.351978864,103.7410812,Bukit Batok MRT,,West Mall,,Princess Elizabeth Primary School,True
446A BT BATOK WEST AVE 8,1.35038382,103.7391946,Chinese Garden MRT,,West Mall,,Princess Elizabeth Primary School,True
448C BT BATOK WEST AVE 9,1.352722583,103.74124,Bukit Batok MRT,,West Mall,,Princess Elizabeth Primary School,True
293C BT BATOK ST 21,1.345370935,103.7549894,Bukit Batok MRT,,West Mall,,Bukit View Primary School,True
440D BT BATOK WEST AVE 8,1.355138388,103.7370315,Chinese Garden MRT,,West Mall,,Princess Elizabeth Primary School,True
293A BT BATOK ST 21,1.345935656,103.7546509,Bukit Batok MRT,,West Mall,,Bukit View Primary School,True
443C BT BATOK WEST AVE 8,1.355578972,103.7378338,Bukit Batok MRT,,West Mall,,Princess Elizabeth Primary School,True
440C BT BATOK WEST AVE 8,1.35513827,103.7378612,Bukit Batok MRT,,West Mall,,Princess Elizabeth Primary School,True
292C BT BATOK EAST AVE 6,1.344975788,103.7536147,Bukit Batok MRT,,West Mall,,Bukit View Primary School,True
110A DEPOT RD,1.281428248,103.8092428,Telok Blangah MRT,,Anchorpoint,,Radin Mas Primary School,False
7 JLN BT MERAH,1.287300521,103.8079883,Queenstown MRT,,Anchorpoint,,Alexandra Primary School,False
165 BT MERAH CTRL,1.283055893,103.8166928,Redhill MRT,,Tiong Bahru Plaza,,Zhangde Primary School,False
91A TELOK BLANGAH ST 31,1.276661921,103.807128,Labrador Park MRT,,Anchorpoint,,Radin Mas Primary School,False
93A TELOK BLANGAH ST 31,1.275328095,103.8073231,Labrador Park MRT,,Anchorpoint,,Radin Mas Primary School,False
92A TELOK BLANGAH ST 31,1.276531695,103.8075142,Labrador Park MRT,,Anchorpoint,,Radin Mas Primary School,False
90B TELOK BLANGAH ST 31,1.277283677,103.8069162,Labrador Park MRT,,Anchorpoint,,Radin Mas Primary School,False
215 PETIR RD,1.375106557,103.7743118,Cashew MRT,,Bukit Panjang Plaza,,Bukit Panjang Primary School,True
224 PENDING RD,1.375922155,103.7730005,Cashew MRT,,Bukit Panjang Plaza,,Bukit Panjang Primary School,True
424 FAJAR RD,1.385738669,103.7691731,Bukit Panjang MRT,,Bukit Panjang Plaza,,West Spring Primary School,True
231 PENDING RD,1.376029069,103.7727843,Cashew MRT,,Bukit Panjang Plaza,,Bukit Panjang Primary School,True
231 CHOA CHU KANG CTRL,1.38008136,103.7461131,Choa Chu Kang MRT,,Lot One,,South View Primary School,True
308 CHOA CHU KANG AVE 4,1.385577294,103.7427785,Choa Chu Kang MRT,,Lot One,,South View Primary School,True
410 EUNOS RD 5,1.318440429,103.8998522,Eunos MRT,,Singpost Centre,,Maha Bodhi School,False
129 GEYLANG EAST AVE 2,1.316904786,103.8882081,Paya Lebar MRT,,Paya Lebar Square,,Geylang Methodist School (Primary),True
525 HOUGANG AVE 6,1.374823279,103.8913669,Hougang MRT,,Hougang Mall,,Punggol Primary School,True
811 HOUGANG CTRL,1.371871116,103.8937902,Hougang MRT,,Hougang Mall,,CHIJ Our Lady of the Nativity,True
335 JURONG EAST AVE 1,1.350219535,103.7321627,Chinese Garden MRT,,West Mall,,Princess Elizabeth Primary School,True
49 TEBAN GDNS RD,1.320989284,103.7381807,Jurong East MRT,,Jem,,Qifa Primary School,False
345 JURONG EAST ST 31,1.3455121,103.7312191,Chinese Garden MRT,,Westgate,,Shuqun Primary School,False
326 JURONG EAST ST 31,1.349021824,103.7296093,Chinese Garden MRT,,West Mall,,Shuqun Primary School,True
218B BOON LAY AVE,1.350327074,103.7108889,Lakeside MRT,,Jurong Point,,Rulang Primary School,True
217B BOON LAY AVE,1.349726616,103.7108305,Lakeside MRT,,Jurong Point,,Rulang Primary School,True
561A JURONG WEST ST 42,1.35429411,103.7197551,Lakeside MRT,,Jurong Point,,Shuqun Primary School,True
218D BOON LAY AVE,1.35085552,103.7120834,Lakeside MRT,,Jurong Point,,Rulang Primary School,True
561B JURONG WEST ST 42,1.354771027,103.7196726,Lakeside MRT,,Jurong Point,,Shuqun Primary School,True
217A BOON LAY AVE,1.349757685,103.7112964,Lakeside MRT,,Jurong Point,,Rulang Primary School,True
560A JURONG WEST ST 42,1.353357993,103.7198291,Lakeside MRT,,Jurong Point,,Shuqun Primary School,True
216B BOON LAY AVE,1.350453196,103.712257,Lakeside MRT,,Jurong Point,,Rulang Primary School,True
218A BOON LAY AVE,1.349968587,103.7105396,Lakeside MRT,,Jurong Point,,Rulang Primary School,True
164A YUNG KUANG RD,1.330187409,103.7218755,Lakeside MRT,,Jurong Point,,Lakeside Primary School,True
165B YUNG KUANG RD,1.330644723,103.7223219,Lakeside MRT,,Jurong Point,,Lakeside Primary School,True
165A YUNG KUANG RD,1.330725423,103.7219138,Lakeside MRT,,Jurong Point,,Lakeside Primary School,True
166B YUNG KUANG RD,1.331246577,103.7222558,Lakeside MRT,,Jurong Point,,Lakeside Primary School,True
930 JURONG WEST ST 92,1.341005801,103.6898988,Pioneer MRT,,Jurong Point,,Jurong West Primary School,False
166A YUNG KUANG RD,1.331288102,103.7219593,Lakeside MRT,,Jurong Point,,Lakeside Primary School,True
49 JLN BAHAGIA,1.327659816,103.8563735,Boon Keng MRT,,The Poiz Centre,,Hong Wen School,True
78 LOR LIMAU,1.324876178,103.855541,Boon Keng MRT,,Square 2,,Hong Wen School,True
57 JLN MA'MOR,1.328429655,103.8567824,Boon Keng MRT,,The Poiz Centre,,Hong Wen School,True
81 MARINE PARADE CTRL,1.302641286,103.9070732,Marine Parade MRT,,Parkway Parade,,Tanjong Katong Primary School,True
226B SUMANG LANE,1.40268498,103.893609,Sengkang MRT,,Waterway Point,,Punggol Green Primary School,True
222A SUMANG LANE,1.401125664,103.8934764,Sengkang MRT,,Compass One,,Punggol Green Primary School,True
227B SUMANG LANE,1.403474145,103.8937238,Sengkang MRT,,Waterway Point,,Punggol Green Primary School,True
682A EDGEDALE PLAINS,1.403547749,103.9162913,Punggol MRT,,Waterway Point,,Horizon Primary School,True
226C SUMANG LANE,1.402581096,103.8940175,Sengkang MRT,,Waterway Point,,Punggol Green Primary School,True
683C EDGEDALE PLAINS,1.404073549,103.9146487,Punggol MRT,,Waterway Point,,Oasis Primary School,True
682B EDGEDALE PLAINS,1.403411731,103.915952,Punggol MRT,,Waterway Point,,Horizon Primary School,True
224B SUMANG LANE,1.401827538,103.8933722,Sengkang MRT,,Waterway Point,,Punggol Green Primary School,True
682C EDGEDALE PLAINS,1.403619895,103.9155247,Punggol MRT,,Waterway Point,,Oasis Primary School,True
684C EDGEDALE PLAINS,1.403492387,103.9147653,Punggol MRT,,Waterway Point,,Oasis Primary School,True
683A EDGEDALE PLAINS,1.404263444,103.9153714,Punggol MRT,,Waterway Point,,Oasis Primary School,True
224C SUMANG LANE,1.401508396,103.8941271,Sengkang MRT,,Waterway Point,,Punggol Green Primary School,True
224A SUMANG LANE,1.401951446,103.8928085,Sengkang MRT,,Compass One,,Punggol Green Primary School,True
327A SUMANG WALK,1.412436132,103.8991336,Punggol MRT,,Waterway Point,,Valour Primary School,True
683B EDGEDALE PLAINS,1.404701058,103.9149881,Punggol MRT,,Waterway Point,,Oasis Primary School,True
231B SUMANG LANE,1.402127355,103.8914648,Sengkang MRT,,Compass One,,Punggol Green Primary School,True
234A SUMANG LANE,1.401664219,103.8918973,Sengkang MRT,,Compass One,,Punggol Green Primary School,True
221A SUMANG LANE,1.40098555,103.8956745,Sengkang MRT,,Waterway Point,,Punggol Green Primary School,True
231A SUMANG LANE,1.402056467,103.8918775,Sengkang MRT,,Compass One,,Punggol Green Primary School,True
684D EDGEDALE PLAINS,1.403651736,103.9140948,Punggol MRT,,Waterway Point,,Oasis Primary School,True
684B EDGEDALE PLAINS,1.403027132,103.9150056,Punggol MRT,,Waterway Point,,Horizon Primary School,True
327B SUMANG WALK,1.412255691,103.8995758,Punggol MRT,,Waterway Point,,Valour Primary School,True
659B PUNGGOL EAST,1.400745483,103.9191473,Punggol MRT,,Rivervale Mall,,Waterway Primary School,True
684A EDGEDALE PLAINS,1.402793795,103.9158786,Punggol MRT,,Waterway Point,,Horizon Primary School,True
659A PUNGGOL EAST,1.400572779,103.919657,Punggol MRT,,Rivervale Mall,,Waterway Primary School,True
327C SUMANG WALK,1.412069303,103.8999743,Punggol MRT,,Waterway Point,,Valour Primary School,True
220B SUMANG LANE,1.401510036,103.8954207,Sengkang MRT,,Waterway Point,,Punggol Green Primary School,True
233B SUMANG LANE,1.401811055,103.8908153,Sengkang MRT,,Compass One,,Springdale Primary School,True
220A SUMANG LANE,1.401521666,103.8946267,Sengkang MRT,,Waterway Point,,Punggol Green Primary School,True
234B SUMANG LANE,1.40168217,103.8916674,Sengkang MRT,,Compass One,,Punggol Green Primary School,True
232A SUMANG LANE,1.402181465,103.8910412,Sengkang MRT,,Compass One,,Springdale Primary School,True
32 GHIM MOH LINK,1.310063407,103.7844981,Dover MRT,,The Star Vista,,Henry Park Primary School,True
33 GHIM MOH LINK,1.30977118,103.784714,Dover MRT,,The Star Vista,,Henry Park Primary School,True
29 GHIM MOH LINK,1.308694738,103.7840488,Dover MRT,,The Star Vista,,Fairfield Methodist School (Primary),True
30 GHIM MOH LINK,1.308819853,103.783839,Dover MRT,,The Star Vista,,Henry Park Primary School,True
31 GHIM MOH LINK,1.309603663,103.7840235,Dover MRT,,The Star Vista,,Henry Park Primary School,True
121C CANBERRA ST,1.447445395,103.8345031,Canberra MRT,,Sun Plaza,,Chongfu School,False
121A CANBERRA ST,1.447601866,103.8335178,Canberra MRT,,Sun Plaza,,Chongfu School,False
120D CANBERRA CRES,1.446767072,103.8322942,Canberra MRT,,Sun Plaza,,Chongfu School,False
120C CANBERRA CRES,1.447071436,103.8328023,Canberra MRT,,Sun Plaza,,Chongfu School,False
130B CANBERRA CRES,1.444386113,103.8320776,Canberra MRT,,Sun Plaza,,Chongfu School,False
130A CANBERRA CRES,1.444763822,103.8318655,Canberra MRT,,Sun Plaza,,Chongfu School,False
129A CANBERRA ST,1.44525782,103.8325597,Canberra MRT,,Sun Plaza,,Chongfu School,False
128A CANBERRA ST,1.445721965,103.8332765,Canberra MRT,,Sun Plaza,,Chongfu School,False
107B CANBERRA ST,1.449165163,103.8334973,Canberra MRT,,Sun Plaza,,Wellington Primary School,False
129C CANBERRA ST,1.444201658,103.8331866,Canberra MRT,,Junction 9,,Chongfu School,True
115B CANBERRA WALK,1.446311229,103.8294169,Canberra MRT,,Sun Plaza,,Sembawang Primary School,True
104D CANBERRA ST,1.449856324,103.832367,Canberra MRT,,Sun Plaza,,Wellington Primary School,False
129B CANBERRA ST,1.444870173,103.8329742,Canberra MRT,,Sun Plaza,,Chongfu School,False
107A CANBERRA ST,1.449904746,103.8329792,Canberra MRT,,Sun Plaza,,Wellington Primary School,False
104B CANBERRA ST,1.450074217,103.831377,Canberra MRT,,Sun Plaza,,Wellington Primary School,False
108B CANBERRA WALK,1.448189517,103.8318569,Canberra MRT,,Sun Plaza,,Wellington Primary School,False
128C CANBERRA ST,1.444662023,103.8339009,Canberra MRT,,Junction 9,,Chongfu School,True
128B CANBERRA ST,1.445148892,103.8339257,Canberra MRT,,Junction 9,,Chongfu School,True
115A CANBERRA WALK,1.446622152,103.8291408,Canberra MRT,,Sun Plaza,,Sembawang Primary School,True
108C CANBERRA WALK,1.447353301,103.8317962,Canberra MRT,1018.0,Sun Plaza,2002.0,Wellington Primary School,False
120B CANBERRA CRES,1.446293771,103.8327038,Canberra MRT,868.0,Sun Plaza,2079.0,Chongfu School,False
104A CANBERRA ST,1.450352258,103.8322624,Canberra MRT,1686.0,Sun Plaza,2325.0,Wellington Primary School,False
108A CANBERRA WALK,1.447760566,103.8312747,Canberra MRT,801.0,Sun Plaza,1785.0,Wellington Primary School,False
107C CANBERRA ST,1.448557823,103.8338648,Canberra MRT,1426.0,Sun Plaza,2585.0,Chongfu School,False
104C CANBERRA ST,1.449709995,103.831776,Canberra MRT,1056.0,Sun Plaza,1964.0,Wellington Primary School,False
115D CANBERRA WALK,1.445543572,103.8289916,Canberra MRT,307.0,Sun Plaza,1515.0,Sembawang Primary School,True
115C CANBERRA WALK,1.4460759,103.8298262,Canberra MRT,686.0,Sun Plaza,1685.0,Sembawang Primary School,True
338C ANCHORVALE CRES,1.400000573,103.8900781,Sengkang MRT,1497.0,Compass One,1547.0,Springdale Primary School,True
418A FERNVALE LINK,1.391007457,103.8796067,Buangkok MRT,2162.0,The Seletar Mall,597.0,Sengkang Green Primary School,True
338A ANCHORVALE CRES,1.399262891,103.8888593,Sengkang MRT,1620.0,Compass One,1670.0,Springdale Primary School,True
338B ANCHORVALE CRES,1.399535088,103.8897851,Sengkang MRT,1522.0,Compass One,1572.0,Springdale Primary School,True
338D ANCHORVALE CRES,1.39970005,103.8887141,Sengkang MRT,1636.0,Compass One,1667.0,Springdale Primary School,True
418B FERNVALE LINK,1.391014857,103.8801933,Buangkok MRT,2503.0,The Seletar Mall,900.0,Sengkang Green Primary School,True
418C FERNVALE LINK,1.390950148,103.8810147,Buangkok MRT,2503.0,The Seletar Mall,901.0,Sengkang Green Primary School,True
417A FERNVALE LINK,1.391576541,103.8806973,Buangkok MRT,1918.0,The Seletar Mall,671.0,Sengkang Green Primary School,True
844 TAMPINES ST 82,1.352105835,103.9365309,Tampines West MRT,897.0,Century Square,928.0,Junyuan Primary School,True
502 TAMPINES CTRL 1,1.356410145,103.9451415,Tampines MRT,1083.0,Tampines Mall,687.0,Gongshang Primary School,True
110 SIMEI ST 1,1.342752768,103.9501952,Simei MRT,619.0,Eastpoint Mall,463.0,Chongzheng Primary School,True
492G TAMPINES ST 45,1.364241408,103.9550853,Tampines MRT,1287.0,White Sands,2059.0,White Sands Primary School,True
125 POTONG PASIR AVE 1,1.33541494,103.8651688,Potong Pasir MRT,785.0,The Poiz Centre,639.0,Pei Chun Public School,False
116 POTONG PASIR AVE 1,1.336826001,103.8626133,Potong Pasir MRT,1169.0,The Poiz Centre,1072.0,Pei Chun Public School,True
130A LOR 1 TOA PAYOH,1.337393842,103.8431836,Caldecott MRT,727.0,Junction 8,3186.0,Kheng Cheng School,True
130B LOR 1 TOA PAYOH,1.337377352,103.842656,Caldecott MRT,786.0,Junction 8,3245.0,Kheng Cheng School,True
131A LOR 1 TOA PAYOH,1.338439874,103.8433901,Braddell MRT,768.0,Junction 8,3156.0,Kheng Cheng School,True
131B LOR 1 TOA PAYOH,1.338306908,103.8428428,Caldecott MRT,753.0,Junction 8,3213.0,Kheng Cheng School,True
574B WOODLANDS DR 16,1.42968121,103.7972198,Woodlands South MRT,638.0,Causeway Point,2142.0,Greenwood Primary School,False
785B WOODLANDS RISE,1.446269454,103.8054317,Admiralty MRT,1276.0,Sun Plaza,1747.0,Riverside Primary School,True
116 MARSILING RISE,1.438009514,103.7804472,Woodlands MRT,817.0,Causeway Point,742.0,Marsiling Primary School,True
785C WOODLANDS RISE,1.445919537,103.8058615,Admiralty MRT,1218.0,Sun Plaza,1690.0,Riverside Primary School,True
784C WOODLANDS RISE,1.445930972,103.8051624,Admiralty MRT,867.0,Sun Plaza,2277.0,Riverside Primary School,True
785D WOODLANDS RISE,1.445582898,103.8055925,Admiralty MRT,839.0,Sun Plaza,2249.0,Riverside Primary School,True
691B WOODLANDS DR 73,1.440299614,103.8058925,Admiralty MRT,644.0,Sun Plaza,2418.0,Greenwood Primary School,True
784A WOODLANDS RISE,1.445327367,103.8051474,Admiralty MRT,829.0,Sun Plaza,2239.0,Riverside Primary School,True
574A WOODLANDS DR 16,1.430091918,103.7974883,Woodlands South MRT,703.0,Causeway Point,2132.0,Greenwood Primary School,False
573A WOODLANDS DR 16,1.431281034,103.7980182,Woodlands South MRT,954.0,Causeway Point,1796.0,Greenwood Primary School,False
784B WOODLANDS RISE,1.445521223,103.8048541,Admiralty MRT,850.0,Sun Plaza,2260.0,Riverside Primary School,True
693A WOODLANDS AVE 6,1.438781764,103.8037078,Admiralty MRT,466.0,Causeway Point,2472.0,Greenwood Primary School,True
691A WOODLANDS DR 73,1.440303606,103.8066604,Admiralty MRT,772.0,Sun Plaza,2225.0,Greenwood Primary School,True
783A WOODLANDS RISE,1.44741684,103.8037415,Admiralty MRT,1173.0,Sun Plaza,2120.0,Riverside Primary School,True
573C WOODLANDS DR 16,1.430501737,103.7976829,Woodlands South MRT,786.0,Causeway Point,1732.0,Greenwood Primary School,False
691D WOODLANDS DR 73,1.439516225,103.8056877,Admiralty MRT,696.0,Sun Plaza,2422.0,Greenwood Primary School,True
573B WOODLANDS DR 16,1.430840725,103.7977702,Woodlands South MRT,823.0,Causeway Point,1766.0,Greenwood Primary School,False
691C WOODLANDS DR 73,1.439814551,103.8060413,Admiralty MRT,718.0,Sun Plaza,2400.0,Greenwood Primary School,True
783C WOODLANDS RISE,1.446607632,103.803605,Admiralty MRT,1023.0,Sun Plaza,2377.0,Riverside Primary School,True
783D WOODLANDS RISE,1.446972431,103.8033677,Admiralty MRT,1068.0,Sun Plaza,2331.0,Riverside Primary School,True
783B WOODLANDS RISE,1.44701001,103.8038041,Admiralty MRT,1033.0,Sun Plaza,2366.0,Riverside Primary School,True
694A WOODLANDS DR 62,1.43905184,103.8043957,Admiralty MRT,548.0,Sun Plaza,2553.0,Greenwood Primary School,True
693B WOODLANDS AVE 6,1.438506059,103.8042506,Admiralty MRT,508.0,Sun Plaza,2513.0,Greenwood Primary School,True
694D WOODLANDS DR 62,1.438602584,103.8050912,Admiralty MRT,680.0,Sun Plaza,2572.0,Greenwood Primary School,True
694B WOODLANDS DR 62,1.439139299,103.8049768,Admiralty MRT,644.0,Sun Plaza,2536.0,Greenwood Primary School,True
694C WOODLANDS DR 62,1.438822731,103.8057142,Admiralty MRT,733.0,Sun Plaza,2625.0,Greenwood Primary School,True
693C WOODLANDS AVE 6,1.438099633,103.8044299,Admiralty MRT,516.0,Sun Plaza,2664.0,Greenwood Primary School,True
285 YISHUN AVE 6,1.439939826,103.8393823,Canberra MRT,1513.0,Junction 9,1001.0,Chongfu School,True
672B YISHUN AVE 4,1.418590807,103.8418239,Khatib MRT,1371.0,Northpoint City,2151.0,Northland Primary School,True
143 YISHUN RING RD,1.431002594,103.8310938,Yishun MRT,590.0,Northpoint City,637.0,Chongfu School,False
813A YISHUN RING RD,1.418249203,103.8325952,Khatib MRT,163.0,Northpoint City,1618.0,Naval Base Primary School,True
502D YISHUN ST 51,1.41733259,103.8408611,Khatib MRT,1056.0,Northpoint City,1878.0,Naval Base Primary School,True
502C YISHUN ST 51,1.417323097,103.8415542,Khatib MRT,1126.0,Northpoint City,1948.0,Naval Base Primary School,True
822 YISHUN ST 81,1.413824605,103.8340002,Khatib MRT,593.0,Northpoint City,2020.0,Naval Base Primary School,True
813B YISHUN RING RD,1.417389133,103.8323685,Khatib MRT,87.0,Northpoint City,1616.0,Naval Base Primary School,True
509B YISHUN AVE 4,1.41379976,103.8401319,Khatib MRT,1389.0,Northpoint City,2319.0,Naval Base Primary School,True
513A YISHUN ST 51,1.416040132,103.8434894,Khatib MRT,1667.0,Northpoint City,2459.0,Naval Base Primary School,True
672C YISHUN AVE 4,1.418360939,103.8426507,Khatib MRT,1316.0,Northpoint City,2096.0,Northland Primary School,True
509A YISHUN AVE 4,1.413710707,103.8395282,Khatib MRT,1437.0,Northpoint City,2367.0,Naval Base Primary School,True
673A YISHUN AVE 4,1.419999161,103.8419991,Khatib MRT,1284.0,Northpoint City,1699.0,Northland Primary School,True
513D YISHUN ST 51,1.41563356,103.8443278,Khatib MRT,1659.0,Northpoint City,2760.0,Naval Base Primary School,True
513B YISHUN ST 51,1.415722357,103.8436484,Khatib MRT,1590.0,Northpoint City,2817.0,Naval Base Primary School,True
513C YISHUN ST 51,1.415407805,103.8438014,Khatib MRT,1592.0,Northpoint City,2819.0,Naval Base Primary School,True
675D YISHUN AVE 4,1.419737575,103.8427031,Khatib MRT,1435.0,Northpoint City,2214.0,Northland Primary School,True
675C YISHUN AVE 4,1.419428068,103.8421813,Khatib MRT,1457.0,Northpoint City,2237.0,Northland Primary School,True
677B YISHUN RING RD,1.422099812,103.842666,Yishun MRT,1746.0,Northpoint City,1642.0,Northland Primary School,True
677C YISHUN RING RD,1.422032789,103.8420627,Khatib MRT,1557.0,Northpoint City,1547.0,Northland Primary School,True
